"During the 1 June media briefing, WHO Director-General Dr Tedros highlighted that the"
COVID-19 pandemic has led to disruptions in services for treatment of non-communicable
diseases in many countries. The COVID-19 response must be inclusive of the healthcare needs
of people living with these diseases.
"WHO has published a new operational guidance on maintaining essential health services,"
"which provides recommendations for practical actions that countries can take at national, sub-"
"regional and local levels to reorganize and safely maintain access to high-quality, essential"
health services during the pandemic.
Transporting COVID-19 medical supplies to those in need requires timely decision-making and
trouble-shooting skills. The Regional Office for the Eastern Mediterranean document a week in
the life of logistics expert coordinating massive shipments of medical supplies to Yemen.
WHO’s support to countries in securing medical products for COVID-19 treatment is
highlighted in the ‘Subject in Focus’ below.
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,Total confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,Transmission,,,Days since last,
"",cases,new cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Total deaths,Total deaths
Total new deaths,Total new deaths
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Montserrat,11,0,1,0,Sporadic cases,49
British Virgin Islands,8,0,1,0,Sporadic cases,17
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,7
Saint Barthélemy,6,0,0,0,Sporadic cases,63
Anguilla,3,0,0,0,Sporadic cases,59
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,55
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),154 445,2 979,7 878,81,Community transmission,0
Saudi Arabia,87 142,1 881,525,22,Clusters of cases,0
Pakistan,76 398,3 938,1 621,78,Clusters of cases,0
Qatar,58 433,1523,40,2,Community transmission,0
United Arab Emirates,35 192,635,266,2,Pending,0
Kuwait,27 762,719,220,8,Clusters of cases,0
Egypt,26 384,1 399,1 005,46,Clusters of cases,0
Afghanistan,16 492,742,270,5,Clusters of cases,0
Oman,12 223,786,50,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bahrain,11 871,473,19,0,Clusters of cases,0
Morocco,7 833,26,205,0,Clusters of cases,0
Iraq,6 868,429,215,10,Clusters of cases,0
Sudan,5 173,147,298,12,Community transmission,0
Djibouti,3 569,215,24,0,Clusters of cases,0
Somalia,2 023,47,79,1,Sporadic cases,0
Lebanon,1 233,13,27,0,Clusters of cases,0
Tunisia,1 084,7,48,0,Community transmission,0
Jordan,746,7,9,0,Clusters of cases,0
Yemen,358,31,85,4,Pending,0
Libya,168,12,5,0,Clusters of cases,0
Syrian Arab Republic,123,1,5,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,628,1,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,423 741,8 863,5 037,182,Clusters of cases,0
The United Kingdom,276 336,1 570,39 045,556,Community transmission,0
Spain,240 010,209,29 858,813,Community transmission,0
Italy,233 197,178,33 475,60,Community transmission,0
Germany,182 028,213,8 522,11,Community transmission,0
Turkey,164 769,827,4 563,23,Community transmission,0
France,148 775,251,28 776,30,Community transmission,0
Belgium,58 517,136,9 486,19,Community transmission,0
Netherlands,46 545,103,5 962,6,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Belarus,43 403,847,240,5,Community transmission,0
Sweden,37 814,272,4 403,8,Community transmission,0
Portugal,32 700,200,1 424,14,Community transmission,0
Switzerland,30 788,9,1 656,0,Community transmission,0
Ireland,25 062,72,1 650,0,Community transmission,0
Ukraine,24 340,328,727,9,Community transmission,0
Poland,24 165,379,1 074,10,Community transmission,0
Romania,19 398,141,1 279,17,Community transmission,0
Israel,17 071,0,285,0,Pending,1
Austria,16 663,21,668,0,Community transmission,0
Denmark,11 699,30,576,2,Community transmission,0
Kazakhstan,11 571,263,41,0,Clusters of cases,0
Serbia,11 430,18,244,1,Pending,0
Armenia,10 009,517,158,19,Community transmission,0
Czechia,9 302,29,321,1,Clusters of cases,0
Norway,8 411,0,236,0,Clusters of cases,3
Republic of Moldova,8 360,109,307,12,Community transmission,0
Finland,6 885,26,320,0,Pending,0
Azerbaijan,5 662,168,68,5,Clusters of cases,0
Luxembourg,4 019,1,110,0,Clusters of cases,0
Tajikistan,4 013,83,47,0,Pending,0
Hungary,3 921,45,532,6,Community transmission,0
Uzbekistan,3 718,56,15,0,Clusters of cases,0
Greece,2 917,0,175,0,Clusters of cases,1
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bosnia and Herzegovina,2 523,14,153,1,Community transmission,0
Bulgaria,2 513,0,144,4,Clusters of cases,2
North Macedonia,2 315,89,140,7,Clusters of cases,0
Croatia,2 246,0,103,0,Community transmission,2
Estonia,1 870,1,68,0,Pending,0
Kyrgyzstan,1 845,28,17,1,Clusters of cases,0
Iceland,1 806,0,10,0,Community transmission,2
Lithuania,1 678,3,70,0,Community transmission,0
Slovakia,1 522,0,28,0,Clusters of cases,1
Slovenia,1 483,10,108,0,Clusters of cases,0
Albania,1 164,21,33,0,Clusters of cases,0
Latvia,1 071,5,24,0,Clusters of cases,0
Cyprus,949,5,17,0,Clusters of cases,0
Georgia,796,2,12,0,Community transmission,0
Andorra,765,1,51,0,Community transmission,0
San Marino,687,0,42,0,Community transmission,4
Malta,619,3,9,2,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,27
Monaco,98,0,1,0,Sporadic cases,9
Liechtenstein,83,0,1,0,Pending,37
Holy See,12,0,0,0,Sporadic cases,26
Territoriesii,,,,,,
Kosovo[1],1 067,3,30,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,11
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,308,0,29,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,30
Faroe Islands,187,0,0,0,Pending,39
Gibraltar,170,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,Pending,4
South-East Asia,,,,,,
India,198 706,8 171,5 598,204,Clusters of cases,0
Bangladesh,49 534,2 381,672,22,Community transmission,0
Indonesia,26 940,467,1 641,28,Community transmission,0
Thailand,3 083,1,58,1,Clusters of cases,0
Maldives,1 829,56,6,1,Clusters of cases,0
Nepal,1 811,239,8,0,Sporadic cases,0
Sri Lanka,1 643,10,11,1,Clusters of cases,0
Myanmar,228,4,6,0,Clusters of cases,0
Bhutan,47,4,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,39
Western Pacific,,,,,,
China,84 597,9,4 645,0,Clusters of cases,0
Singapore,35 292,408,24,1,Clusters of cases,0
Philippines,18 638,552,960,3,Community transmission,0
Japan,16 930,46,894,2,Clusters of cases,0
Republic of Korea,11 541,38,272,1,Clusters of cases,0
Malaysia,7 857,38,115,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 204,9,103,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,11
Viet Nam,328,0,0,0,Clusters of cases,2
Mongolia,185,6,0,0,Sporadic cases,0
Brunei Darussalam,141,0,2,0,Clusters of cases,25
Cambodia,125,0,0,0,Sporadic cases,3
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,50
Fiji,18,0,0,0,Sporadic cases,42
Papua New Guinea,8,0,0,0,Sporadic cases,40
Territoriesii,,,,,,
Guam,167,1,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,27
Northern Mariana Islands,,,,,,
(Commonwealth of the),22,0,2,0,Pending,11
New Caledonia,19,0,0,0,Sporadic cases,4
Subtotal for all regions,6 193 792,113 198,376 307,4 242,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 194 533,113 198,376 320,4 242,,
