"WHO welcomes initial clinical trial results from the United Kingdom that show dexamethasone, a"
"corticosteroid, can be lifesaving for patients who are critically ill with COVID-19. According to"
"preliminary findings shared with WHO, for patients on ventilators, the treatment was shown to"
"reduce mortality by about one third, and for patients who only require oxygen, mortality was cut by"
about one fifth.
Older people have been severely affected by the COVID-19 pandemic. Leaders from around the
"world have expressed their concern, and called for a response that addresses the needs and rights"
of older people.
"Dr. Carissa F. Etienne, Director of the WHO Regional Office for the Americas (PAHO), has called"
on countries to “work together to strengthen the health response within their territories and
"across frontiers,” in order to contain the spread of COVID-19 among migrant and vulnerable"
populations in border areas.
"PAHO has extended its alliance with Twitter to provide factual, reliable information on the COVID-"
19 pandemic in the Americas. An agreement recently signed with the platform will enable it to
continue training public health social media managers and provide advertising credits to PAHO for
the dissemination of evidence-based information.
"In today’s ‘Subject in Focus’ below, we provide an update on operations support and logistics"
supplies.
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
Total deaths,Total deaths
Total new deaths,Total new deaths
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,otal confirmed,,,otal confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,Transmission,,,ays since last,
"",ases,ew cases,classificationi,eported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Puerto Rico,5 951,61,147,0,Community transmission,0
French Guiana,1 421,95,5,2,Community transmission,0
Martinique,202,0,14,0,Clusters of cases,10
Cayman Islands,187,0,1,0,Clusters of cases,3
Guadeloupe,171,0,14,0,Clusters of cases,4
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,144,0,9,0,Clusters of cases,2
Aruba,101,0,3,0,No cases,42
Sint Maarten,77,0,15,0,Sporadic cases,11
United States Virgin Islands,73,1,6,0,Clusters of cases,0
Saint Martin,42,1,3,0,Sporadic cases,0
Curaçao,22,0,1,0,Sporadic cases,6
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,52
Turks and Caicos Islands,12,0,1,0,Sporadic cases,50
Montserrat,11,0,1,0,Sporadic cases,64
British Virgin Islands,8,0,1,0,Sporadic cases,32
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,22
Saint Barthélemy,6,0,0,0,No cases,78
Anguilla,3,0,0,0,Sporadic cases,74
Saint Pierre and Miquelon,1,0,0,0,No cases,70
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),192 439,2 563,9 065,115,Community transmission,0
Pakistan,154 760,5 839,2 975,136,Clusters of cases,0
Saudi Arabia,136 315,4 267,1 052,41,Clusters of cases,0
Qatar,82 077,1 201,80,4,Community transmission,0
Egypt,47 856,1 567,1 766,94,Clusters of cases,0
United Arab Emirates,42 982,346,293,2,Pending,0
Kuwait,36 958,527,303,5,Clusters of cases,0
Afghanistan,26 874,1 241,504,20,Clusters of cases,0
Oman,25 269,745,114,6,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Iraq,22 700,1 385,712,60,Clusters of cases,0
Bahrain,19 553,540,47,1,Clusters of cases,0
Morocco,8 931,46,212,0,Clusters of cases,0
Sudan,7 740,305,477,9,Community transmission,0
Djibouti,4 539,38,43,0,Clusters of cases,0
Somalia,2 658,16,88,0,Sporadic cases,0
Lebanon,1 473,9,32,0,Clusters of cases,0
Tunisia,1 125,15,49,0,Community transmission,0
Jordan,981,2,9,0,Clusters of cases,0
Yemen,889,41,215,6,Pending,0
Libya,467,0,10,0,Clusters of cases,1
Syrian Arab Republic,177,0,6,0,Community transmission,2
Territoriesii,,,,,,
occupied Palestinian territory,695,6,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,553 301,7 843,7 478,194,Clusters of cases,0
The United Kingdom,298 140,1 279,41 969,233,Community transmission,0
Spain,244 328,219,27 136,0,Community transmission,0
Italy,237 500,210,34 405,34,Community transmission,0
Germany,187 184,345,8 830,30,Community transmission,0
Turkey,181 298,1 467,4 842,17,Community transmission,0
France,153 045,226,29 481,108,Community transmission,0
Belgium,60 155,55,9 663,2,Community transmission,0
Belarus,55 369,689,318,6,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Sweden,53 323,940,4 939,48,Community transmission,0
Netherlands,49 087,304,6 070,11,Community transmission,0
Portugal,37 336,300,1 522,2,Community transmission,0
Ukraine,33 234,758,943,30,Community transmission,0
Switzerland,31 063,15,1 677,1,Community transmission,0
Poland,30 195,407,1 272,16,Community transmission,0
Ireland,25 334,13,1 709,3,Community transmission,0
Romania,22 415,250,1 437,10,Community transmission,0
Israel,19 121,0,302,0,Pending,1
Armenia,18 033,544,302,9,Community transmission,0
Austria,17 098,33,681,3,Community transmission,0
Kazakhstan,15 542,350,88,7,Clusters of cases,0
Serbia,12 426,59,256,1,Pending,0
Republic of Moldova,12 254,375,427,10,Community transmission,0
Denmark,12 250,33,598,0,Community transmission,0
Azerbaijan,10 662,338,126,4,Clusters of cases,0
Czechia,10 111,47,331,1,Clusters of cases,0
Norway,8 631,0,242,0,Clusters of cases,1
Finland,7 112,4,326,0,Pending,0
Uzbekistan,5 561,268,19,0,Clusters of cases,0
Tajikistan,5 160,63,50,0,Pending,0
North Macedonia,4 289,132,201,8,Clusters of cases,0
Hungary,4 078,1,567,2,Community transmission,0
Luxembourg,4 075,3,110,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,3 453,112,181,5,Clusters of cases,0
Greece,3 148,14,185,1,Clusters of cases,0
Bosnia and Herzegovina,3 084,45,167,3,Community transmission,0
Kyrgyzstan,2 562,90,30,1,Clusters of cases,0
Croatia,2 255,1,107,0,Sporadic cases,0
Estonia,1 975,1,69,0,Clusters of cases,0
Iceland,1 812,2,10,0,Community transmission,0
Lithuania,1 776,3,76,0,Community transmission,0
Albania,1 722,50,38,1,Clusters of cases,0
Slovakia,1 552,0,28,0,Clusters of cases,1
Slovenia,1 509,13,109,0,Clusters of cases,0
Latvia,1 098,1,28,0,Clusters of cases,0
Cyprus,985,0,18,0,Clusters of cases,1
Georgia,888,9,14,0,Community transmission,0
Andorra,854,1,52,1,Community transmission,0
San Marino,695,0,42,0,Community transmission,12
Malta,656,7,9,0,Sporadic cases,0
Montenegro,326,0,9,0,Clusters of cases,1
Monaco,99,0,1,0,Sporadic cases,10
Liechtenstein,83,0,1,0,Pending,52
Holy See,12,0,0,0,Sporadic cases,41
Territoriesii,,,,,,
Kosovo[1],1 713,141,24,1,Community transmission,0
Isle of Man,336,0,24,0,Pending,26
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,316,3,30,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,45
Faroe Islands,187,0,0,0,Pending,54
Gibraltar,176,0,0,0,Clusters of cases,8
Greenland,13,0,0,0,Pending,19
South-East Asia,,,,,,
India,354 065,10 974,11 903,2 003,Clusters of cases,0
Bangladesh,94 481,3 862,1 262,53,Community transmission,0
Indonesia,40 400,1 106,2 231,33,Community transmission,0
Nepal,6 591,380,19,0,Sporadic cases,0
Thailand,3 135,0,58,0,Clusters of cases,3
Maldives,2 094,29,8,0,Clusters of cases,0
Sri Lanka,1 915,10,11,0,Clusters of cases,0
Myanmar,262,0,6,0,Clusters of cases,2
Bhutan,67,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,Clusters of cases,54
Western Pacific,,,,,,
China,84 867,44,4 645,0,Clusters of cases,0
Singapore,40 969,151,26,0,Clusters of cases,0
Philippines,26 781,361,1 103,5,Community transmission,0
Japan,17 628,41,931,4,Clusters of cases,0
Republic of Korea,12 198,43,279,1,Clusters of cases,0
Malaysia,8 505,11,121,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 347,12,102,0,Clusters of cases,0
New Zealand,1 156,0,22,0,Clusters of cases,1
Viet Nam,335,1,0,0,Clusters of cases,0
Mongolia,197,0,0,0,Sporadic cases,4
Brunei Darussalam,141,0,3,1,Clusters of cases,40
Cambodia,128,0,0,0,Sporadic cases,2
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,65
Fiji,18,0,0,0,Sporadic cases,57
Papua New Guinea,8,0,0,0,Sporadic cases,55
Territoriesii,,,,,,
Guam,178,0,5,0,Clusters of cases,1
"",60,0,0,0,Sporadic cases,42
French Polynesia,,,,,,
Northern Mariana Islands,30,0,2,0,Pending,7
(Commonwealth of the),,,,,,
New Caledonia,21,0,0,0,Sporadic cases,7
Subtotal for all regions,8 060 809,119 759,440 277,5 494,,
Other*,741,0,13,0,Not applicable,-
Grand total,8 061 550,119 759,440 290,5 494,,
