"WHO Director-General Dr Tedros, in his regular media briefing yesterday, highlighted that today is World"
Refugee Day and highlighted the risks of COVID-19 for some of the world’s most vulnerable people. He also
"stressed the shared duty to do everything we can to prevent, detect and respond to transmission of COVID-19"
among refugee populations.
WHO has published ‘Criteria for releasing COVID-19 patients from isolation’ which provides an update to
previous guidance. The updated criteria reflect recent findings that patients whose symptoms have resolved
"may still test positive for the COVID-19 virus for many weeks. Despite this positive test result, these patients are"
not likely to be infectious and therefore are unlikely to be able to transmit the virus to another person.
WHO has published an Emergency Global Supply Chain System (COVID-19) catalogue. This catalogue lists all
"medical devices, including personal protective equipment, medical equipment, medical consumables, single"
"use devices, laboratory and test-related devices that may be requested through the COVID-19 Supply Portal."
Reporting Country/ Territory/Area,Reporting Country/ Territory/Area
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,Reporting Country/ Territory/Area,,otal confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,Transmission,,,Days since last,
"",ases,new cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",Africa,,,,,,,,,,,,,,,,
Total deaths,Total deaths
Total new deaths,Total new deaths
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Antigua and Barbuda,26,0,3,0,Clusters of cases,6
Grenada,23,0,0,0,Clusters of cases,24
Belize,22,0,2,0,Sporadic cases,2
Saint Lucia,19,0,0,0,Sporadic cases,14
Dominica,18,0,0,0,Clusters of cases,7
Saint Kitts and Nevis,15,0,0,0,No cases,60
Territoriesii,,,,,,
Puerto Rico,6 195,84,147,0,Community transmission,0
French Guiana,1 969,211,5,0,Community transmission,0
Martinique,221,0,14,0,Clusters of cases,1
Cayman Islands,193,0,1,0,Clusters of cases,2
Guadeloupe,174,3,14,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,144,0,9,0,Clusters of cases,5
Aruba,101,0,3,0,No cases,45
Sint Maarten,77,0,15,0,Sporadic cases,14
United States Virgin Islands,73,0,6,0,Clusters of cases,3
Saint Martin,42,0,3,0,Sporadic cases,3
Curaçao,23,0,1,0,Sporadic cases,2
Falkland Islands (Malvinas),13,0,0,0,No cases,55
Turks and Caicos Islands,12,0,1,0,No cases,53
Montserrat,11,0,1,0,No cases,67
British Virgin Islands,8,0,1,0,No cases,35
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,25
Saint Barthélemy,6,0,0,0,No cases,81
Anguilla,3,0,0,0,No cases,77
Saint Pierre and Miquelon,1,0,0,0,No cases,73
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),200 262,2 615,9 392,120,Community transmission,0
Pakistan,171 666,6 604,3 382,153,Clusters of cases,0
Saudi Arabia,150 292,4 301,1 184,45,Clusters of cases,0
Qatar,85 462,1 021,93,7,Community transmission,0
Egypt,52 211,1 774,2 017,79,Clusters of cases,0
United Arab Emirates,44 145,393,300,2,Pending,0
Kuwait,38 678,604,313,5,Clusters of cases,0
Afghanistan,28 297,419,548,0,Clusters of cases,0
Oman,27 670,852,125,6,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Iraq,27 352,1 635,925,69,Clusters of cases,0
Bahrain,20 916,486,57,2,Clusters of cases,0
Morocco,9 613,539,213,0,Clusters of cases,0
Sudan,8 416,396,513,26,Community transmission,0
Djibouti,4 565,8,45,2,Clusters of cases,0
Somalia,2 719,0,88,0,Sporadic cases,1
Lebanon,1 510,15,32,0,Clusters of cases,0
Tunisia,1 146,14,50,0,Community transmission,0
Jordan,1 008,7,9,0,Clusters of cases,0
Yemen,923,10,252,3,Pending,0
Libya,520,10,10,0,Clusters of cases,0
Syrian Arab Republic,187,0,7,0,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,870,75,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,576 952,7 889,8 002,161,Clusters of cases,0
The United Kingdom,301 819,1 346,42 461,173,Community transmission,0
Spain,245 575,307,28 315,1179,Community transmission,0
Italy,238 011,0,34 561,47,Community transmission,1
Germany,189 135,601,8 883,11,Clusters of cases,0
Turkey,1852 45,1214,4 905,23,Community transmission,0
France,154 141,584,29 551,14,Community transmission,0
Belgium,60 476,128,9 695,12,Community transmission,0
Belarus,57 333,676,337,6,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Sweden,56 043,0,5 053,0,Community transmission,1
Netherlands,49 426,107,6 081,3,Community transmission,0
Portugal,38 464,375,1 527,3,Community transmission,0
Ukraine,35 825,841,994,9,Community transmission,0
Poland,31 316,301,1 334,18,Community transmission,0
Switzerland,31 217,100,1 680,3,Community transmission,0
Ireland,25 368,13,1 714,0,Community transmission,0
Romania,23 400,320,1 484,11,Community transmission,0
Israel,20 188,312,304,1,Pending,0
Armenia,19 708,551,332,13,Community transmission,0
Austria,17 185,30,688,0,Community transmission,0
Kazakhstan,16 779,428,113,8,Clusters of cases,0
Republic of Moldova,13 556,450,458,9,Community transmission,0
Serbia,12 709,93,259,1,Pending,0
Denmark,12 391,47,600,0,Community transmission,0
Azerbaijan,11 767,438,143,4,Clusters of cases,0
Czechia,10 460,230,335,1,Clusters of cases,0
Norway,8 692,0,244,0,Clusters of cases,1
Finland,7 133,16,326,0,Pending,0
Uzbekistan,6 025,170,19,0,Clusters of cases,0
Tajikistan,5 338,59,51,0,Pending,0
North Macedonia,4 820,156,222,6,Clusters of cases,0
Luxembourg,4 099,8,110,0,Clusters of cases,0
Hungary,4 086,5,570,2,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,3 755,81,193,3,Clusters of cases,0
Bosnia and Herzegovina,3 288,86,168,1,Community transmission,0
Greece,3 237,10,189,1,Clusters of cases,0
Kyrgyzstan,2 981,192,35,3,Clusters of cases,0
Croatia,2 280,11,107,0,Sporadic cases,0
Estonia,1 979,2,69,0,Clusters of cases,0
Albania,1 838,0,42,0,Clusters of cases,1
Iceland,1 819,3,10,0,Community transmission,0
Lithuania,1 792,8,76,0,Community transmission,0
Slovakia,1 576,14,28,0,Clusters of cases,0
Slovenia,1 513,2,109,0,Clusters of cases,0
Latvia,1 110,2,30,0,Sporadic cases,0
Cyprus,985,0,19,0,Clusters of cases,4
Georgia,898,3,14,0,Community transmission,0
Andorra,855,0,52,0,Community transmission,1
San Marino,713,4,42,0,Community transmission,0
Malta,663,0,9,0,Sporadic cases,1
Montenegro,355,18,9,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,13
Liechtenstein,83,0,1,0,Pending,55
Holy See,12,0,0,0,Sporadic cases,44
Territoriesii,,,,,,
Kosovo[1],1 955,82,24,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,Pending,29
Jersey,318,0,30,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,48
Faroe Islands,187,0,0,0,Pending,57
Gibraltar,176,0,0,0,Clusters of cases,11
Greenland,13,0,0,0,Pending,22
South-East Asia,,,,,,
India,395 048,14 516,12 948,375,Clusters of cases,0
Bangladesh,105 535,3 243,1 388,45,Community transmission,0
Indonesia,43 803,1 041,2 373,34,Community transmission,0
Nepal,8 274,426,22,0,Sporadic cases,0
Thailand,3 147,1,58,0,Clusters of cases,0
Maldives,2 150,13,8,0,Clusters of cases,0
Sri Lanka,1 950,3,11,0,Clusters of cases,0
Myanmar,286,0,6,0,Clusters of cases,1
Bhutan,68,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,57
Western Pacific,,,,,,
China,84 970,30,4 645,0,Clusters of cases,0
Singapore,41 615,142,26,0,Clusters of cases,0
Philippines,28 459,660,1 130,14,Community transmission,0
Japan,17 799,59,952,17,Clusters of cases,0
Republic of Korea,12 373,67,280,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Malaysia,8 535,6,121,0,Clusters of cases,0
Australia,7 409,18,102,0,Clusters of cases,0
New Zealand,1 159,2,22,0,Clusters of cases,0
Viet Nam,349,7,0,0,Clusters of cases,0
Mongolia,204,3,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,Clusters of cases,43
Cambodia,129,0,0,0,Sporadic cases,2
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,68
Fiji,18,0,0,0,Sporadic cases,60
Papua New Guinea,8,0,0,0,Sporadic cases,58
Territoriesii,,,,,,
Guam,192,7,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,45
Northern Mariana Islands,,,,,,
(Commonwealth of the),30,0,2,0,Pending,10
New Caledonia,21,0,0,0,Sporadic cases,10
Subtotal for all regions,8 524 301,138 980,456 960,6 271,,
Other*,741,0,13,0,Not applicable,-
Grand total,8 525 042,138 980,456 973,6 271,,
