WHO has published a case-control protocol for the assessment of risk factors for coronavirus
disease 2019 (COVID-19) in health workers. The primary objective of this study is to characterize
and assess the risk factors for SARS-CoV-2 infection in health workers exposed to COVID-19
patients.
A scientific brief has been published by WHO investigating any association between smoking and
"an increased risk for COVID-19. At the time of this review, the available evidence suggests that in"
"hospitalized COVID-19 patients, smoking is associated with increased severity of disease and"
death.
WHO has published a population-based age-stratified seroepidemiological investigation protocol
"for COVID-19 virus infection. This protocol was designed to investigate the extent of infection,"
"as determined by positive blood tests in the general population, in any country in which COVID-"
19 virus infection has been reported.
Elements of the COVID-19 Strategic Response and Preparedness Plan (SPRP) have been
updated and are reviewed on a regular basis by WHO in consultation of all six regional offices.
These elements are laid out in the COVID-19 WHO Appeal.
"In today’s ‘Subject in Focus’ below, the WHO Infodemics management pillar explores how WHO is"
listening to social media to get ahead of the infodemic.
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Cabo Verde,390,0,4,1,Clusters of cases,1
Uganda,341,37,0,0,Sporadic cases,0
Rwanda,339,3,0,0,Sporadic cases,0
Mauritius,334,0,10,0,Clusters of cases,2
São Tomé and Príncipe,295,130,10,0,Clusters of cases,0
Liberia,266,1,26,0,Community transmission,0
Mauritania,262,0,9,0,Clusters of cases,1
Eswatini,261,5,2,0,Clusters of cases,0
Mozambique,213,4,1,0,Clusters of cases,0
Benin,208,17,3,0,Community transmission,0
Malawi,101,0,4,0,Clusters of cases,1
Angola,71,2,4,0,Clusters of cases,0
Zimbabwe,56,0,4,0,Sporadic cases,3
Comoros,43,0,1,0,Community transmission,2
Burundi,42,0,1,0,Clusters of cases,9
Eritrea,39,0,0,0,Sporadic cases,38
Botswana,35,0,1,0,Clusters of cases,2
Gambia,25,0,1,0,Sporadic cases,4
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Namibia,21,0,0,0,Sporadic cases,2
Seychelles,11,0,0,0,Clusters of cases,50
Lesotho,2,0,0,0,Sporadic cases,4
Territoriesii,,,,,,
Mayotte,1634,25,20,0,Clusters of cases,0
Réunion,459,3,1,0,Clusters of cases,0
Americas,,,,,,
United States of America,1 634 010,15 253,97 529,620,Community transmission,0
Brazil,374 898,11 687,23 473,807,Community transmission,0
Peru,123 979,4 020,3 629,173,Community transmission,0
Canada,85 998,895,6 566,113,Community transmission,0
Chile,77 961,3 964,806,45,Community transmission,0
Mexico,71 105,2 485,7 633,239,Community transmission,0
Ecuador,37 355,0,3 203,0,Community transmission,1
Colombia,21 981,806,750,23,Community transmission,0
Dominican Republic,15 264,191,468,8,Community transmission,0
Argentina,12 628,552,471,19,Community transmission,0
Panama,11 183,257,310,4,Community transmission,0
Bolivia (Plurinational State of),6 660,397,261,11,Community transmission,0
Honduras,4 189,239,182,2,Community transmission,0
Guatemala,3 760,336,59,1,Community transmission,0
El Salvador,2 042,59,36,1,Community transmission,0
Cuba,1 963,16,82,0,Clusters of cases,0
Venezuela (Bolivarian Republic of),1 177,56,10,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Haiti,1 063,105,31,4,Community transmission,0
Costa Rica,951,21,10,0,Clusters of cases,0
Paraguay,877,12,11,0,Community transmission,0
Uruguay,787,18,22,0,Clusters of cases,0
Jamaica,556,4,9,0,Clusters of cases,0
Nicaragua,279,0,17,0,Community transmission,6
Guyana,137,2,11,1,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,29
Bahamas,100,0,11,0,Clusters of cases,2
Barbados,92,0,7,0,Clusters of cases,2
Antigua and Barbuda,25,0,3,0,Clusters of cases,23
Grenada,23,1,0,0,Clusters of cases,0
Belize,18,0,2,0,Sporadic cases,42
Saint Lucia,18,0,0,0,Sporadic cases,22
Saint Vincent and the Grenadines,18,0,0,0,Sporadic cases,6
Dominica,16,0,0,0,Clusters of cases,46
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,36
Suriname,11,0,1,0,Sporadic cases,8
Territoriesii,,,,,,
Puerto Rico,3 324,64,129,0,Community transmission,0
French Guiana,353,25,1,0,Clusters of cases,0
Martinique,197,0,14,0,Clusters of cases,4
Guadeloupe,161,0,14,0,Clusters of cases,1
Cayman Islands,134,5,1,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,133,0,9,0,Clusters of cases,2
Aruba,101,0,3,0,Sporadic cases,21
Sint Maarten,78,0,15,0,Sporadic cases,13
United States Virgin Islands,69,0,6,0,Clusters of cases,16
Saint Martin,40,1,3,0,Sporadic cases,0
Curaçao,18,1,1,0,Sporadic cases,0
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,31
Turks and Caicos Islands,12,0,1,0,Sporadic cases,29
Montserrat,11,0,1,0,Sporadic cases,43
British Virgin Islands,8,0,1,0,Sporadic cases,11
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,1
Saint Barthélemy,6,0,0,0,Sporadic cases,57
Anguilla,3,0,0,0,Sporadic cases,53
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,49
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),139 511,1 787,7 508,57,Community transmission,0
Saudi Arabia,76 726,1 931,411,12,Clusters of cases,0
Pakistan,59 151,1 446,1 225,28,Clusters of cases,0
Qatar,47 207,1 742,28,2,Community transmission,0
United Arab Emirates,31 086,779,253,5,Pending,0
Kuwait,22 575,608,172,7,Clusters of cases,0
Egypt,18 756,789,797,14,Clusters of cases,0
Afghanistan,12 379,548,226,6,Clusters of cases,0
Bahrain,9 366,195,14,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Oman,8 118,348,37,0,Clusters of cases,0
Morocco,7 577,45,202,2,Clusters of cases,0
Iraq,4 848,216,169,6,Clusters of cases,0
Sudan,4 146,170,184,14,Community transmission,0
Djibouti,2 468,0,14,0,Clusters of cases,1
Somalia,1 711,22,67,1,Sporadic cases,0
Lebanon,1 140,21,26,0,Clusters of cases,0
Tunisia,1 051,0,48,0,Community transmission,2
Jordan,718,7,9,0,Clusters of cases,0
Yemen,253,16,50,5,Pending,0
Syrian Arab Republic,121,15,4,0,Community transmission,0
Libya,77,2,3,0,Clusters of cases,0
Territoriesii,,,,,,
occupied Palestinian territory,605,3,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,370 680,8 338,3 968,161,Clusters of cases,0
The United Kingdom,265 231,4 043,37 048,134,Community transmission,0
Spain,236 631,1 231,29 035,2201,Community transmission,0
Italy,230 555,397,32 955,78,Community transmission,0
Germany,179 364,362,8 349,47,Community transmission,0
Turkey,158 762,948,4 397,28,Community transmission,0
France,142 704,222,284 77,98,Community transmission,0
Belgium,57 455,113,9 334,22,Community transmission,0
Netherlands,45 578,133,5 856,26,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Belarus,38 059,915,208,4,Community transmission,0
Sweden,34 440,597,4 125,96,Community transmission,0
Portugal,31 007,219,1 342,12,Community transmission,0
Switzerland,30 678,15,1 647,6,Community transmission,0
Ireland,24 735,37,1 615,9,Community transmission,0
Poland,22 074,443,1 024,17,Community transmission,0
Ukraine,21 905,321,658,14,Community transmission,0
Romania,18 429,146,1 210,13,Community transmission,0
Israel,16 743,23,281,1,Pending,0
Austria,16 497,38,643,2,Community transmission,0
Denmark,11 428,41,563,0,Community transmission,0
Serbia,11 227,34,239,0,Pending,0
Kazakhstan,9 304,335,37,2,Pending,0
Czechia,9 050,48,317,0,Clusters of cases,0
Norway,8 364,12,235,0,Clusters of cases,0
Armenia,7 774,372,98,7,Community transmission,0
Republic of Moldova,7 305,156,273,8,Community transmission,0
Finland,6 628,29,312,4,Pending,0
Azerbaijan,4 403,132,52,1,Clusters of cases,0
Luxembourg,3 995,2,110,0,Pending,0
Hungary,3 793,22,505,6,Community transmission,0
Uzbekistan,3 333,72,14,1,Clusters of cases,0
Tajikistan,3 266,166,47,1,Pending,0
Greece,2 892,10,173,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,2 460,27,133,3,Clusters of cases,0
Bosnia and Herzegovina,2 415,10,149,4,Community transmission,0
Croatia,2 244,0,101,1,Community transmission,2
North Macedonia,2 015,16,116,3,Clusters of cases,0
Estonia,1 834,10,65,0,Pending,0
Iceland,1 804,0,10,0,Community transmission,3
Lithuania,1 639,4,65,2,Community transmission,0
Kyrgyzstan,1 520,52,16,0,Clusters of cases,0
Slovakia,1513,2,28,0,Clusters of cases,0
Slovenia,1 469,0,106,0,Clusters of cases,2
Latvia,1 053,4,22,0,Clusters of cases,0
Albania,1 050,21,33,0,Clusters of cases,0
Cyprus,939,2,17,0,Clusters of cases,0
Andorra,763,0,51,0,Community transmission,3
Georgia,735,3,12,0,Community transmission,0
San Marino,672,0,42,0,Community transmission,5
Malta,611,0,6,0,Sporadic cases,1
Montenegro,324,0,9,0,Clusters of cases,21
Monaco,98,0,1,0,Sporadic cases,3
Liechtenstein,83,0,1,0,Pending,31
Holy See,12,0,0,0,Sporadic cases,20
Territoriesii,,,,,,
Kosovo[1],1 038,0,30,0,Community transmission,1
Isle of Man,336,0,24,0,Pending,5
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,307,1,29,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,24
Faroe Islands,187,0,0,0,Pending,33
Gibraltar,154,0,0,0,Clusters of cases,2
Greenland,12,0,0,0,Pending,1
South-East Asia,,,,,,
India,151 767,6 387,4 337,170,Clusters of cases,0
Bangladesh,36 751,1 166,522,21,Clusters of cases,0
Indonesia,23 165,415,1 418,27,Community transmission,0
Thailand,3 054,9,57,0,Clusters of cases,0
Maldives,1 438,43,5,1,Clusters of cases,0
Sri Lanka,1 319,137,10,0,Clusters of cases,0
Nepal,772,90,4,0,Sporadic cases,0
Myanmar,206,3,6,0,Clusters of cases,0
Bhutan,27,0,0,0,Sporadic cases,2
Timor-Leste,24,0,0,0,Clusters of cases,33
Western Pacific,,,,,,
China,84 544,1,4 645,0,Clusters of cases,0
Singapore,32 343,383,23,0,Clusters of cases,0
Japan,16 651,28,858,12,Clusters of cases,0
Philippines,14 669,350,886,13,Community transmission,0
Republic of Korea,11 265,40,269,0,Clusters of cases,0
Malaysia,7604,187,115,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 133,15,102,0,Clusters of cases,0
New Zealand,1 154,0,21,0,Clusters of cases,5
Viet Nam,327,1,0,0,Clusters of cases,0
Brunei Darussalam,141,0,1,0,Clusters of cases,19
Mongolia,141,0,0,0,Sporadic cases,4
Cambodia,124,0,0,0,Sporadic cases,4
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,44
Fiji,18,0,0,0,Sporadic cases,36
Papua New Guinea,8,0,0,0,Sporadic cases,34
Territoriesii,,,,,,
Guam,163,2,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,21
Northern Mariana Islands,,,,,,
(Commonwealth of the),22,0,2,0,Pending,5
New Caledonia,18,0,0,0,Sporadic cases,54
Subtotal for all regions,5 488 084,84 314,349 082,5 581,,
Other*,741,0,13,0,Not applicable,-
Grand total,5 488 825,84 314,349 095,5 581,,
