"The WHO Regional Director for the Eastern Mediterranean, Dr Ahmed Al-Mandhari, has released a statement"
on the status of the pandemic in the Region. He warns that cases in the region have increased during the past
three weeks and there is the risk cases will continue to increase as many countries ease restrictions. He
"reiterated that every country’s best defense against COVID-19 is to find, isolate, test and care for every case"
and to trace and quarantine every contact.
"Somalia is expanding its Early Warning, Alert and Response Network (EWARN) across the country to facilitate"
early detection of suspected cases of COVID-19. WHO will be supporting the roll out of the EWARN system to
"an additional 230 health centres beyond the current 533 reporting sites, with COVID-19 now being a reportable"
health condition in Somalia.
"In today’s ‘Subject in Focus’ below, we present interim guidance on the use of masks in the context of COVID-"
19.
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,Total confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new death,,Transmission,,,Days since last,
"",cases,new cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
Total deaths,Total deaths
Total new deaths,Total new death
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Anguilla,3,0,0,0,Sporadic cases,68
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,64
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),177 938,2 011,8 506,81,Community transmission,0
Pakistan,119 536,5 834,2 356,101,Clusters of cases,0
Saudi Arabia,112 288,3 717,819,36,Clusters of cases,0
Qatar,73 595,1 716,66,4,Community transmission,0
United Arab Emirates,40 507,603,284,1,Pending,0
Egypt,38 284,1 455,1 342,36,Clusters of cases,0
Kuwait,33 823,683,275,2,Clusters of cases,0
Afghanistan,22 890,748,426,21,Clusters of cases,0
Oman,18 887,689,84,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bahrain,16 667,467,32,3,Clusters of cases,0
Iraq,15 414,1 146,426,34,Clusters of cases,0
Morocco,8 508,71,211,1,Clusters of cases,0
Sudan,6 582,155,401,12,Community transmission,0
Djibouti,4 373,42,34,0,Clusters of cases,0
Somalia,2 452,36,85,0,Sporadic cases,0
Lebanon,1 388,20,30,0,Clusters of cases,0
Tunisia,1 087,0,49,0,Community transmission,7
Jordan,863,18,9,0,Clusters of cases,0
Yemen,564,36,130,2,Pending,0
Libya,378,46,5,0,Clusters of cases,0
Syrian Arab Republic,152,6,6,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,665,4,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,502 436,8 779,6 532,174,Clusters of cases,0
The United Kingdom,290 147,1 003,41 128,245,Community transmission,0
Spain,242 280,314,27 136,0,Community transmission,0
Italy,235 763,202,34 114,71,Community transmission,0
Germany,185 416,555,8 755,26,Community transmission,0
Turkey,173 036,922,4 746,17,Community transmission,0
France,151 145,397,29 257,23,Community transmission,0
Belgium,59 569,132,9 629,10,Community transmission,0
Belarus,51 066,801,288,6,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Netherlands,48 087,184,6 042,11,Community transmission,0
Sweden,46 814,890,4 795,78,Community transmission,0
Portugal,35 600,294,1 495,3,Community transmission,0
Switzerland,30 928,23,1 674,12,Community transmission,0
Ukraine,29 070,689,854,21,Community transmission,0
Poland,27 757,197,1 206,23,Community transmission,0
Ireland,25 231,16,1 695,4,Community transmission,0
Romania,20 945,196,1 360,15,Community transmission,0
Israel,18 268,179,299,1,Pending,0
Austria,16 936,34,673,1,Community transmission,0
Armenia,14 669,566,245,18,Community transmission,0
Kazakhstan,13 559,240,67,6,Clusters of cases,0
Serbia,12 031,66,251,1,Pending,0
Denmark,12 016,15,593,0,Community transmission,0
Republic of Moldova,10 321,296,371,4,Community transmission,0
Czechia,9 824,73,330,2,Clusters of cases,0
Norway,8 576,13,239,0,Clusters of cases,0
Azerbaijan,8 530,339,102,4,Clusters of cases,0
Finland,7 040,15,324,0,Pending,0
Tajikistan,4 763,73,48,0,Pending,0
Uzbekistan,4 695,148,19,1,Clusters of cases,0
Luxembourg,4 049,3,110,0,Clusters of cases,0
Hungary,4 027,10,551,1,Community transmission,0
North Macedonia,3 367,125,164,7,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Greece,3 068,10,183,0,Clusters of cases,0
Bulgaria,2 889,0,167,0,Clusters of cases,1
Bosnia and Herzegovina,2 776,49,160,1,Community transmission,0
Croatia,2 249,2,106,0,Sporadic cases,0
Kyrgyzstan,2 129,36,26,0,Clusters of cases,0
Estonia,1 958,11,69,0,Sporadic cases,0
Iceland,1 807,0,10,0,Community transmission,3
Lithuania,1 733,6,74,2,Community transmission,0
Slovakia,1 533,2,28,0,Clusters of cases,0
Slovenia,1 488,2,109,1,Clusters of cases,0
Albania,1 385,44,34,0,Clusters of cases,0
Latvia,1 092,3,26,0,Clusters of cases,0
Cyprus,974,2,18,0,Clusters of cases,0
Andorra,852,0,51,0,Community transmission,6
Georgia,828,6,13,0,Community transmission,0
San Marino,695,0,42,0,Community transmission,6
Malta,635,1,9,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,36
Monaco,99,0,1,0,Sporadic cases,4
Liechtenstein,83,0,1,0,Pending,46
Holy See,12,0,0,0,Sporadic cases,35
Territoriesii,,,,,,
Kosovo[1],1 298,35,31,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,20
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,313,0,30,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,39
Faroe Islands,187,0,0,0,Pending,48
Gibraltar,176,0,0,0,Clusters of cases,2
Greenland,13,0,0,0,Pending,13
South-East Asia,,,,,,
India,286 579,9 996,8 102,357,Clusters of cases,0
Bangladesh,74 865,3 190,1 012,37,Community transmission,0
Indonesia,34 316,1 240,1 959,36,Community transmission,0
Nepal,4 364,279,15,0,Sporadic cases,0
Thailand,3 125,0,58,0,Clusters of cases,1
Maldives,1 962,20,8,0,Clusters of cases,0
Sri Lanka,1 869,10,11,0,Clusters of cases,0
Myanmar,248,2,6,0,Clusters of cases,0
Bhutan,62,3,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,48
Western Pacific,,,,,,
China,84 652,11,4 645,0,Clusters of cases,0
Singapore,38 965,451,25,0,Clusters of cases,0
Philippines,23 732,740,1 027,10,Community transmission,0
Japan,17 292,41,920,1,Clusters of cases,0
Republic of Korea,11 947,45,276,0,Clusters of cases,0
Malaysia,8 338,2,118,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 267,0,102,0,Clusters of cases,1
New Zealand,1 154,0,22,0,Clusters of cases,20
Viet Nam,332,0,0,0,Clusters of cases,2
Mongolia,194,0,0,0,Sporadic cases,2
Brunei Darussalam,141,0,2,0,Clusters of cases,34
Cambodia,126,0,0,0,Sporadic cases,4
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,59
Fiji,18,0,0,0,Sporadic cases,51
Papua New Guinea,8,0,0,0,Sporadic cases,49
Territoriesii,,,,,,
Guam,174,2,5,0,Clusters of cases,0
"",60,0,0,0,Sporadic cases,36
French Polynesia,,,,,,
Northern Mariana Islands,30,0,2,0,Pending,1
(Commonwealth of the),,,,,,
New Caledonia,21,0,0,0,Sporadic cases,1
Subtotal for all regions,7 273 217,128 419,413 359,5 347,,
Other*,741,0,13,0,Not applicable,-
Grand total,7 273 958,128 419,413 372,5 347,,
