"WHO Director-General Dr Tedros, in his regular media briefing yesterday, stressed that"
"“Despite the ongoing global response to the COVID-19 pandemic, we cannot lose sight of"
"other significant public health issues, including influenza”. WHO urges countries to"
address the sharp decline in influenza surveillance and testing during the COVID-19
"pandemic, especially as the southern hemisphere enters the flu season."
"Yemen is the world’s worst humanitarian crisis, and it is now facing another major threat"
to health security — COVID-19. A health care worked asked Yemenis to be extremely vigilant
"and protect themselves, and urged them to stay at home as health care workers put their lives"
at unprecedented risk to save lives.
"In today’s Subject in Focus, we look at the WHO Information Network for Epidemics (EPI-WIN),"
which is  tackling the spread of mis- and dis-information and rumours during the COVID-19
pandemic.
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Togo,531,1,13,0,Community transmission,0
United Republic of Tanzania,509,0,21,0,Community transmission,39
Eswatini,506,16,4,0,Clusters of cases,0
Liberia,498,40,33,1,Community transmission,0
Benin,483,13,9,2,Community transmission,0
Sao Tome and Principe,388,0,10,0,Clusters of cases,5
Zimbabwe,387,4,4,0,Sporadic cases,0
Mauritius,337,0,10,0,Clusters of cases,10
Comoros,176,0,2,0,Community transmission,2
Angola,142,2,6,0,Clusters of cases,0
Eritrea,109,13,0,0,Sporadic cases,0
Burundi,104,10,1,0,Clusters of cases,0
Botswana,60,0,1,0,Clusters of cases,3
Namibia,32,0,0,0,Sporadic cases,2
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Gambia,28,0,1,0,Sporadic cases,7
Seychelles,11,0,0,0,Clusters of cases,70
Lesotho,4,0,0,0,Sporadic cases,12
Territoriesii,,,,,,
Mayotte,2 310,28,28,-  1,Clusters of cases,0
Réunion,496,1,1,0,Clusters of cases,0
Americas,,,,,,
United States of America,2 079 592,21 754,115 484,372,Community transmission,0
Brazil,867 624,17 110,43 332,612,Community transmission,0
Peru,229 736,4 604,6 688,190,Community transmission,0
Chile,179 436,5 143,3 362,39,Community transmission,0
Mexico,146 837,4 147,17 141,269,Community transmission,0
Canada,98 787,377,8 146,39,Community transmission,0
Colombia,50 939,2 193,1 667,75,Community transmission,0
Ecuador,47 322,571,3 929,33,Community transmission,0
Argentina,31 577,1 282,842,23,Community transmission,0
Dominican Republic,23 271,309,605,13,Community transmission,0
Panama,20 686,627,437,8,Community transmission,0
Bolivia (Plurinational State of),18 459,617,611,26,Community transmission,0
Guatemala,9 845,354,384,17,Community transmission,0
Honduras,8 858,403,312,2,Community transmission,0
Haiti,4 309,144,73,3,Community transmission,0
El Salvador,3 826,106,74,2,Community transmission,0
Venezuela (Bolivarian Republic of),2 978,74,25,1,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Cuba,2 262,14,84,0,Clusters of cases,0
Costa Rica,1 715,53,12,0,Clusters of cases,0
Nicaragua,1 655,0,55,0,Community transmission,5
Paraguay,1 296,7,12,1,Community transmission,0
Uruguay,848,1,23,0,Clusters of cases,0
Jamaica,617,2,10,0,Clusters of cases,0
Suriname,208,21,4,1,Clusters of cases,0
Guyana,159,0,12,0,Clusters of cases,2
Trinidad and Tobago,123,6,8,0,Sporadic cases,0
Bahamas,104,1,11,0,Clusters of cases,0
Barbados,97,1,7,0,Clusters of cases,0
Saint Vincent and the Grenadines,27,0,0,0,Sporadic cases,7
Antigua and Barbuda,26,0,3,0,Clusters of cases,2
Grenada,23,0,0,0,Clusters of cases,20
Belize,21,0,2,0,Sporadic cases,1
Saint Lucia,19,0,0,0,Sporadic cases,10
Dominica,18,0,0,0,Clusters of cases,3
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,56
Territoriesii,,,,,,
Puerto Rico,5 890,79,147,0,Community transmission,0
French Guiana,1 326,71,3,0,Community transmission,0
Martinique,202,0,14,0,Clusters of cases,9
Cayman Islands,187,0,1,0,Clusters of cases,2
Guadeloupe,171,0,14,0,Clusters of cases,3
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,144,0,9,0,Clusters of cases,1
Aruba,101,0,3,0,No cases,41
Sint Maarten,77,0,15,0,Sporadic cases,10
United States Virgin Islands,72,0,6,0,Clusters of cases,5
Saint Martin,41,0,3,0,Sporadic cases,16
Curaçao,22,0,1,0,Sporadic cases,5
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,51
Turks and Caicos Islands,12,0,1,0,Sporadic cases,49
Montserrat,11,0,1,0,Sporadic cases,63
British Virgin Islands,8,0,1,0,Sporadic cases,31
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,21
Saint Barthélemy,6,0,0,0,No cases,77
Anguilla,3,0,0,0,Sporadic cases,73
Saint Pierre and Miquelon,1,0,0,0,No cases,69
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),189 876,2 449,8 950,113,Community transmission,0
Pakistan,148 921,4 443,2 839,110,Clusters of cases,0
Saudi Arabia,132 048,4 507,1 011,39,Clusters of cases,0
Qatar,80 876,1 274,76,3,Community transmission,0
Egypt,46 289,1 691,1 672,97,Clusters of cases,0
United Arab Emirates,42 636,342,291,2,Pending,0
Kuwait,36 431,511,298,2,Clusters of cases,0
Afghanistan,25 633,106,484,8,Clusters of cases,0
Oman,24 524,1 043,108,4,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Iraq,21 315,1 106,652,45,Clusters of cases,0
Bahrain,19 013,469,46,3,Clusters of cases,0
Morocco,8 885,92,212,0,Clusters of cases,0
Sudan,7 435,215,468,9,Community transmission,0
Djibouti,4 501,36,43,0,Clusters of cases,0
Somalia,2 642,47,88,0,Sporadic cases,0
Lebanon,1 464,18,32,0,Clusters of cases,0
Tunisia,1 110,14,49,0,Community transmission,0
Jordan,979,18,9,0,Clusters of cases,0
Yemen,848,116,209,44,Pending,0
Libya,467,49,10,2,Clusters of cases,0
Syrian Arab Republic,177,0,6,0,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,689,13,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,545 458,8 248,7 284,193,Clusters of cases,0
The United Kingdom,296 861,968,41 736,38,Community transmission,0
Spain,244 109,181,27 136,0,Community transmission,0
Italy,237 290,301,34 371,26,Community transmission,0
Germany,186 839,378,8 800,9,Community transmission,0
Turkey,179 831,1 592,4 825,18,Community transmission,0
France,152 819,52,29 373,30,Community transmission,0
Belgium,60 100,71,9 661,6,Community transmission,0
Belarus,54 680,707,312,4,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Sweden,52 383,769,4 891,17,Community transmission,0
Netherlands,48 783,0,6 059,0,Community transmission,1
Portugal,37 036,346,1 520,3,Community transmission,0
Ukraine,32 476,666,913,12,Community transmission,0
Switzerland,31 048,14,1 676,0,Community transmission,0
Poland,29 788,396,1 256,9,Community transmission,0
Ireland,25 321,18,1 706,0,Community transmission,0
Romania,22 165,166,1 427,17,Community transmission,0
Israel,19 121,113,302,2,Pending,0
Armenia,17 489,425,293,8,Community transmission,0
Austria,17 065,27,678,1,Community transmission,0
Kazakhstan,15 192,383,81,4,Clusters of cases,0
Serbia,12 367,57,255,1,Pending,0
Denmark,12 217,24,598,1,Community transmission,0
Republic of Moldova,11 879,139,417,11,Community transmission,0
Azerbaijan,10 324,367,122,3,Clusters of cases,0
Czechia,10 064,40,330,1,Clusters of cases,0
Norway,8 631,25,242,0,Clusters of cases,0
Finland,7 108,4,326,0,Pending,0
Uzbekistan,5 293,190,19,0,Clusters of cases,0
Tajikistan,5 097,62,50,0,Pending,0
North Macedonia,4 157,100,193,5,Clusters of cases,0
Hungary,4 077,1,565,2,Community transmission,0
Luxembourg,4 072,2,110,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,3 341,51,176,2,Clusters of cases,0
Greece,3 134,13,184,1,Clusters of cases,0
Bosnia and Herzegovina,3 039,38,164,1,Community transmission,0
Kyrgyzstan,2 472,100,29,2,Clusters of cases,0
Croatia,2 254,2,107,0,Sporadic cases,0
Estonia,1 974,1,69,0,Clusters of cases,0
Iceland,1 810,0,10,0,Community transmission,1
Lithuania,1 773,5,76,1,Community transmission,0
Albania,1 672,82,37,1,Clusters of cases,0
Slovakia,1 552,4,28,0,Clusters of cases,0
Slovenia,1 496,1,109,0,Clusters of cases,0
Latvia,1 097,0,28,0,Clusters of cases,2
Cyprus,985,2,18,0,Clusters of cases,0
Georgia,879,0,14,0,Community transmission,1
Andorra,853,0,51,0,Community transmission,3
San Marino,695,0,42,0,Community transmission,11
Malta,649,3,9,0,Sporadic cases,0
Montenegro,326,1,9,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,9
Liechtenstein,83,0,1,0,Pending,51
Holy See,12,0,0,0,Sporadic cases,40
Territoriesii,,,,,,
Kosovo[1],1 572,129,23,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,25
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,313,0,30,0,Community transmission,6
Guernsey,252,0,13,0,Community transmission,44
Faroe Islands,187,0,0,0,Pending,53
Gibraltar,176,0,0,0,Clusters of cases,7
Greenland,13,0,0,0,Pending,18
South-East Asia,,,,,,
India,343 091,10 667,9 900,380,Clusters of cases,0
Bangladesh,90 619,3 099,1 209,38,Community transmission,0
Indonesia,39 294,1 017,2 198,64,Community transmission,0
Nepal,6 211,451,19,0,Sporadic cases,0
Thailand,3 135,0,58,0,Clusters of cases,2
Maldives,2 065,30,8,0,Clusters of cases,0
Sri Lanka,1 905,16,11,0,Clusters of cases,0
Myanmar,262,0,6,0,Clusters of cases,1
Bhutan,67,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,53
Western Pacific,,,,,,
China,84 823,45,4 645,0,Clusters of cases,0
Singapore,40 818,214,26,0,Clusters of cases,0
Philippines,26 420,490,1 098,10,Community transmission,0
Japan,17 587,85,927,2,Clusters of cases,0
Republic of Korea,12 155,34,278,1,Clusters of cases,0
Malaysia,8 494,41,121,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 335,15,102,0,Clusters of cases,0
New Zealand,1 156,2,22,0,Clusters of cases,0
Viet Nam,334,0,0,0,Clusters of cases,2
Mongolia,197,0,0,0,Sporadic cases,3
Brunei Darussalam,141,0,2,0,Clusters of cases,39
Cambodia,128,0,0,0,Sporadic cases,1
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,64
Fiji,18,0,0,0,Sporadic cases,56
Papua New Guinea,8,0,0,0,Sporadic cases,54
Territoriesii,,,,,,
Guam,178,1,5,0,Clusters of cases,0
"",60,0,0,0,Sporadic cases,41
French Polynesia,,,,,,
Northern Mariana Islands,30,0,2,0,Pending,6
(Commonwealth of the),,,,,,
New Caledonia,21,0,0,0,Sporadic cases,6
Subtotal for all regions,7 941 050,118 502,434 783,3 255,,
Other*,741,0,13,0,Not applicable,-
Grand total,7 941 791,118 502,434 796,3 255,,
