Basic psychosocial support skills are at the core of any mental health and psychosocial support intervention.
"To assist all those involved in the COVID-19 response, WHO has published guidance on basic psychosocial"
skills.
"At the Yemen High-level Pledging Conference, Dr Mike Ryan, Executive Director, WHO Health Emergencies"
"Programme emphasized that COVID-19 was placing a major burden on the health system, already on the"
"verge of collapse , and that despite the considerable efforts of WHO and partners in Yemen, ‘we need a"
massive scale-up of our COVID and non-COVID health operations to assist some of the most vulnerable
populations in the world’.
"On 29 May 2020, WHO and the International Labour Organization (ILO) hosted a webinar on returning to work"
in the context of COVID-19. For more information see the ‘Subject in Focus’ below.
A record number of countries have contributed data revealing disturbing rates of antimicrobial resistance.
WHO is concerned that the trend will further be fueled by the inappropriate use of antibiotics during the
COVID-19 pandemic.
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Togo,445,2,13,0,Community transmission,0
Rwanda,384,7,2,1,Sporadic cases,0
Malawi,358,22,4,0,Clusters of cases,0
Mauritius,335,0,10,0,Clusters of cases,4
Liberia,311,15,28,1,Community transmission,0
Mozambique,307,53,2,0,Clusters of cases,0
São Tomé and Príncipe,295,0,10,0,Clusters of cases,7
Eswatini,294,1,3,0,Clusters of cases,0
Benin,244,1,3,0,Community transmission,0
Zimbabwe,206,28,4,0,Sporadic cases,0
Angola,86,0,4,0,Clusters of cases,2
Burundi,63,0,1,0,Clusters of cases,2
Comoros,62,0,2,0,Community transmission,2
Botswana,40,2,1,0,Clusters of cases,0
Eritrea,39,0,0,0,Sporadic cases,45
Gambia,26,1,1,0,Sporadic cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Namibia,25,0,0,0,Sporadic cases,1
Seychelles,11,0,0,0,Clusters of cases,57
Lesotho,2,0,0,0,Sporadic cases,11
Territoriesii,,,,,,
Mayotte,1 986,52,24,0,Clusters of cases,0
Réunion,477,4,1,0,Clusters of cases,0
Americas,,,,,,
United States of America,1 798 330,14 692,105 008,761,Community transmission,0
Brazil,526 447,11 598,29 937,623,Community transmission,0
Peru,170 039,5 563,4 634,128,Community transmission,0
Chile,108 686,3 527,1 188,75,Community transmission,0
Mexico,93 435,2 771,10 167,237,Community transmission,0
Canada,92 151,800,7 344,39,Community transmission,0
Ecuador,40 414,1 316,3 438,80,Community transmission,0
Colombia,30 493,1 110,969,30,Community transmission,0
Dominican Republic,17 752,180,515,13,Community transmission,0
Argentina,17 415,564,560,19,Community transmission,0
Panama,13 837,374,344,8,Community transmission,0
Bolivia (Plurinational State of),10 531,549,343,30,Community transmission,0
Honduras,5 362,160,217,5,Community transmission,0
Guatemala,5 336,249,116,8,Community transmission,0
El Salvador,2 653,71,46,0,Community transmission,0
Haiti,2 226,102,45,1,Community transmission,0
Cuba,2 092,9,83,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Venezuela (Bolivarian Republic of),1 662,152,17,3,Community transmission,0
Costa Rica,1 084,28,10,0,Clusters of cases,0
Paraguay,1 013,18,11,0,Community transmission,0
Nicaragua,950,65,35,0,Community transmission,0
Uruguay,825,2,23,1,Clusters of cases,0
Jamaica,588,7,9,0,Clusters of cases,0
Guyana,153,0,12,0,Clusters of cases,1
Trinidad and Tobago,117,0,8,0,Sporadic cases,2
Bahamas,102,0,11,0,Clusters of cases,1
Barbados,92,0,7,0,Clusters of cases,9
Suriname,53,26,1,0,Sporadic cases,0
Saint Vincent and the Grenadines,26,0,0,0,Sporadic cases,2
Antigua and Barbuda,25,0,3,0,Clusters of cases,30
Grenada,23,0,0,0,Clusters of cases,7
Belize,18,0,2,0,Sporadic cases,49
Saint Lucia,18,0,0,0,Sporadic cases,29
Dominica,16,0,0,0,Clusters of cases,53
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,43
Territoriesii,,,,,,
Puerto Rico,3 935,62,138,2,Community transmission,0
French Guiana,517,18,1,0,Clusters of cases,0
Martinique,200,0,14,0,Clusters of cases,3
Guadeloupe,162,0,14,0,Clusters of cases,4
Cayman Islands,150,9,1,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,141,1,9,0,Clusters of cases,0
Aruba,101,0,3,0,No cases,28
Sint Maarten,78,0,15,0,Sporadic cases,20
United States Virgin Islands,70,0,6,0,Clusters of cases,1
Saint Martin,41,0,3,0,Sporadic cases,3
Curaçao,20,0,1,0,Sporadic cases,5
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,38
Turks and Caicos Islands,12,0,1,0,Sporadic cases,36
Montserrat,11,0,1,0,Sporadic cases,50
British Virgin Islands,8,0,1,0,Sporadic cases,18
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,8
Saint Barthélemy,6,0,0,0,Sporadic cases,64
Anguilla,3,0,0,0,Sporadic cases,60
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,56
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),157 562,3 117,7 942,64,Community transmission,0
Saudi Arabia,89 011,1 869,549,24,Clusters of cases,0
Pakistan,80 463,4 065,1 688,67,Clusters of cases,0
Qatar,60 259,1 826,43,3,Community transmission,0
United Arab Emirates,35 788,596,269,3,Pending,0
Kuwait,28 649,887,226,6,Clusters of cases,0
Egypt,27 536,1 152,1 052,47,Clusters of cases,0
Afghanistan,17 267,775,294,24,Clusters of cases,0
Oman,12 799,576,59,9,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bahrain,12 311,440,19,0,Clusters of cases,0
Morocco,7 866,33,206,1,Clusters of cases,0
Iraq,7 387,519,235,20,Clusters of cases,0
Sudan,5 310,137,307,9,Community transmission,0
Djibouti,3 779,210,25,1,Clusters of cases,0
Somalia,2 089,66,79,0,Sporadic cases,0
Lebanon,1 242,9,27,0,Clusters of cases,0
Tunisia,1 086,2,48,0,Community transmission,0
Jordan,755,9,9,0,Clusters of cases,0
Yemen,403,45,88,3,Pending,0
Libya,182,14,5,0,Clusters of cases,0
Syrian Arab Republic,123,0,6,1,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,630,2,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,432 277,8 536,5 215,178,Clusters of cases,0
The United Kingdom,277 989,1 653,39 369,324,Community transmission,0
Spain,240 304,294,29 858,0,Community transmission,0
Italy,233 515,318,33 530,55,Community transmission,0
Germany,182 370,342,8 551,29,Community transmission,0
Turkey,165 555,786,4 585,22,Community transmission,0
France,147 935,-  840,28 883,107,Community transmission,0
Belgium,58 615,98,9 505,19,Community transmission,0
Netherlands,46 647,102,5 967,5,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Belarus,44 255,852,243,3,Community transmission,0
Sweden,38 589,775,4 468,65,Community transmission,0
Portugal,32 895,195,1 436,12,Community transmission,0
Switzerland,30 791,3,1 656,0,Community transmission,0
Ireland,25 066,4,1 658,8,Community transmission,0
Ukraine,24 823,483,735,8,Community transmission,0
Poland,24 395,230,1 092,18,Community transmission,0
Romania,19 517,119,1 279,0,Community transmission,0
Israel,17 071,0,285,0,Pending,2
Austria,16 674,11,669,1,Community transmission,0
Kazakhstan,11 796,225,44,3,Clusters of cases,0
Denmark,11 734,35,580,4,Community transmission,0
Serbia,11 454,24,245,1,Pending,0
Armenia,10 524,515,170,12,Community transmission,0
Czechia,9 364,62,323,2,Clusters of cases,0
Republic of Moldova,8 548,188,309,2,Community transmission,0
Norway,8 446,35,237,1,Clusters of cases,0
Finland,6 887,2,320,0,Pending,0
Azerbaijan,5 935,273,71,3,Clusters of cases,0
Tajikistan,4 100,87,47,0,Pending,0
Luxembourg,4 020,1,110,0,Clusters of cases,0
Hungary,3 931,10,534,2,Community transmission,0
Uzbekistan,3 718,0,15,0,Clusters of cases,1
Greece,2 918,1,179,4,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,2 538,25,144,0,Clusters of cases,0
Bosnia and Herzegovina,2 534,11,156,3,Community transmission,0
North Macedonia,2 391,76,141,1,Clusters of cases,0
Croatia,2 246,0,103,0,Community transmission,3
Kyrgyzstan,1 871,26,20,3,Clusters of cases,0
Estonia,1 870,0,68,0,Pending,1
Iceland,1 806,0,10,0,Community transmission,3
Lithuania,1 682,4,71,1,Community transmission,0
Slovakia,1 522,0,28,0,Clusters of cases,2
Slovenia,1 475,0,108,0,Clusters of cases,1
Albania,1 176,12,33,0,Clusters of cases,0
Latvia,1 079,8,24,0,Clusters of cases,0
Cyprus,952,3,17,0,Clusters of cases,0
Andorra,844,79,51,0,Community transmission,0
Georgia,800,4,13,1,Community transmission,0
San Marino,687,0,42,0,Community transmission,5
Malta,620,1,9,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,28
Monaco,98,0,1,0,Sporadic cases,10
Liechtenstein,83,0,1,0,Pending,38
Holy See,12,0,0,0,Sporadic cases,27
Territoriesii,,,,,,
Kosovo[1],1 080,13,30,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,12
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,308,0,29,0,Community transmission,5
Guernsey,252,0,13,0,Community transmission,31
Faroe Islands,187,0,0,0,Pending,40
Gibraltar,170,0,0,0,Clusters of cases,1
Greenland,13,0,0,0,Pending,5
South-East Asia,,,,,,
India,207 615,8 909,5 815,217,Clusters of cases,0
Bangladesh,52 445,2 911,709,37,Community transmission,0
Indonesia,27 549,609,1 663,22,Community transmission,0
Thailand,3 084,1,58,0,Clusters of cases,0
Nepal,2 099,288,8,0,Sporadic cases,0
Maldives,1 841,12,7,1,Clusters of cases,0
Sri Lanka,1 683,40,11,0,Clusters of cases,0
Myanmar,233,5,6,0,Clusters of cases,0
Bhutan,47,0,0,0,Sporadic cases,1
Timor-Leste,24,0,0,0,Clusters of cases,40
Western Pacific,,,,,,
China,84 602,5,4 645,0,Clusters of cases,0
Singapore,35 836,544,24,0,Clusters of cases,0
Philippines,18 997,359,966,6,Community transmission,0
Japan,16 986,56,900,6,Clusters of cases,0
Republic of Korea,11 590,49,273,1,Clusters of cases,0
Malaysia,7 877,20,115,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 221,17,103,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,12
Viet Nam,328,0,0,0,Clusters of cases,3
Mongolia,185,0,0,0,Sporadic cases,1
Brunei Darussalam,141,0,2,0,Clusters of cases,26
Cambodia,125,0,0,0,Sporadic cases,4
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,51
Fiji,18,0,0,0,Sporadic cases,43
Papua New Guinea,8,0,0,0,Sporadic cases,41
Territoriesii,,,,,,
Guam,169,2,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,28
Northern Mariana Islands,,,,,,
(Commonwealth of the),23,1,2,0,Pending,0
New Caledonia,19,0,0,0,Sporadic cases,5
Subtotal for all regions,6 287 030,93 246,379 928,3 621,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 287 771,93 246,379 941,3 621,,
