"A new technical note, Medical certification, ICD mortality coding, and reporting mortality"
"associated with COVID-19, has been released that describes medical certification and"
classification of deaths related to COVID-19. The primary goal is to identify all deaths due to this
disease in all countries.
WHO welcomes crucial new funding for vaccines which was pledged at the Global Vaccine
"Summit. The new pledges will enable Gavi, the Vaccine Alliance, to protect the next generation"
and reduce disease inequality by reaching an additional 300 million children with vaccines by
"2025. The Summit also highlighted how important a safe, effective and equitably accessible"
vaccine will be in controlling COVID-19.
"In today’s ‘Subject in Focus’ below, we provide an update on partner coordination activities."
"This includes the work of the Global Health Cluster, the Global Outbreak Alert and Response"
"Network, risk communications and community engagement, and the Emergency Medical"
Teams network.
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,Total confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,Transmission,,,Days since last,
"",cases,new cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Total deaths,Total deaths
Total new deaths,Total new deaths
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Gambia,26,0,1,0,Sporadic cases,5
Seychelles,11,0,0,0,Clusters of cases,62
Lesotho,4,0,0,0,Sporadic cases,4
Territoriesii,,,,,,
Mayotte,2 079,0,25,0,Clusters of cases,2
Réunion,480,0,1,0,Clusters of cases,2
Americas,,,,,,
United States of America,1 915 712,28 918,109 746,708,Community transmission,0
Brazil,672 846,27 075,35 930,904,Community transmission,0
Peru,191 758,4 358,5 301,139,Community transmission,0
Chile,134 150,6405,1 637,96,Community transmission,0
Mexico,113 619,3 593,13 511,341,Community transmission,0
Canada,95 057,722,7 773,70,Community transmission,0
Ecuador,43 120,392,3 621,13,Community transmission,0
Colombia,38 027,1 392,1 205,60,Community transmission,0
Argentina,22 020,983,656,14,Community transmission,0
Dominican Republic,19 600,405,538,2,Community transmission,0
Panama,16 004,541,386,16,Community transmission,0
Bolivia (Plurinational State of),13 358,630,454,27,Community transmission,0
Guatemala,6 792,307,230,14,Community transmission,0
Honduras,6 155,184,250,2,Community transmission,0
Haiti,3 072,148,50,0,Community transmission,0
El Salvador,3 015,81,55,2,Community transmission,0
Venezuela (Bolivarian Republic of),2 316,171,22,2,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Cuba,2 191,18,83,0,Clusters of cases,0
Nicaragua,1 309,0,46,0,Community transmission,4
Costa Rica,1 263,0,10,0,Clusters of cases,1
Paraguay,1 135,45,11,0,Community transmission,0
Uruguay,845,11,23,0,Clusters of cases,0
Jamaica,596,1,10,0,Clusters of cases,0
Guyana,154,1,12,0,Clusters of cases,0
Trinidad and Tobago,117,0,8,0,Sporadic cases,7
Bahamas,103,0,11,0,Clusters of cases,1
Suriname,101,11,1,0,Sporadic cases,0
Barbados,92,0,7,0,Clusters of cases,14
Saint Vincent and the Grenadines,26,0,0,0,Sporadic cases,7
Antigua and Barbuda,25,0,3,0,Clusters of cases,35
Grenada,23,0,0,0,Clusters of cases,12
Belize,19,0,2,0,Sporadic cases,1
Saint Lucia,19,0,0,0,Sporadic cases,2
Dominica,16,0,0,0,Clusters of cases,58
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,48
Territoriesii,,,,,,
Puerto Rico,4 985,70,142,0,Community transmission,0
French Guiana,689,50,1,0,Clusters of cases,0
Martinique,202,0,14,0,Clusters of cases,1
Cayman Islands,164,0,1,0,Clusters of cases,1
Guadeloupe,164,0,14,0,Clusters of cases,2
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,141,0,9,0,Clusters of cases,5
Aruba,101,0,3,0,No cases,33
Sint Maarten,77,0,15,0,Sporadic cases,2
United States Virgin Islands,71,0,6,0,Clusters of cases,3
Saint Martin,41,0,3,0,Sporadic cases,8
Curaçao,21,0,1,0,Sporadic cases,3
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,43
Turks and Caicos Islands,12,0,1,0,Sporadic cases,41
Montserrat,11,0,1,0,Sporadic cases,55
British Virgin Islands,8,0,1,0,Sporadic cases,23
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,13
Saint Barthélemy,6,0,0,0,Sporadic cases,69
Anguilla,3,0,0,0,Sporadic cases,65
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,61
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),171 789,2 364,8 281,72,Community transmission,0
Pakistan,103 671,4 728,2 067,65,Clusters of cases,0
Saudi Arabia,101 914,3 045,712,36,Clusters of cases,0
Qatar,68 790,1 595,54,3,Community transmission,0
United Arab Emirates,38 808,540,276,1,Pending,0
Egypt,34 079,1 467,1 237,39,Clusters of cases,0
Kuwait,31 848,717,264,10,Clusters of cases,0
Afghanistan,20 917,575,369,12,Clusters of cases,0
Oman,16 882,866,75,3,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bahrain,14 763,380,26,2,Clusters of cases,0
Iraq,12 366,1 268,346,28,Clusters of cases,0
Morocco,8 224,73,208,0,Clusters of cases,0
Sudan,6 083,2,359,0,Community transmission,0
Djibouti,4 207,38,28,2,Clusters of cases,0
Somalia,2 334,45,83,1,Sporadic cases,0
Lebanon,1 331,11,30,1,Clusters of cases,0
Tunisia,1 087,0,49,0,Community transmission,4
Jordan,808,13,9,0,Clusters of cases,0
Yemen,488,2,113,1,Pending,0
Libya,256,0,5,0,Clusters of cases,1
Syrian Arab Republic,141,16,6,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,643,0,5,0,Clusters of cases,3
Europe,,,,,,
Russian Federation,476 658,8 985,5 971,112,Clusters of cases,0
The United Kingdom,286 198,1 326,40 542,77,Community transmission,0
Spain,241 550,240,27 136,1,Community transmission,0
Italy,234 998,197,33 899,53,Community transmission,0
Germany,184 193,214,8 674,6,Community transmission,0
Turkey,170 132,914,4 692,23,Community transmission,0
France,150 315,293,29 097,13,Community transmission,0
Belgium,59 226,154,9 595,15,Community transmission,0
Belarus,48 630,1762,269,10,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Netherlands,47 574,239,6 013,2,Community transmission,0
Sweden,44 730,843,4 659,3,Community transmission,0
Portugal,34 493,142,1 479,5,Community transmission,0
Switzerland,30 882,9,1 660,0,Community transmission,0
Ukraine,27 462,463,797,9,Community transmission,0
Poland,26 561,575,1 157,4,Community transmission,0
Ireland,25 201,18,1 679,9,Community transmission,0
Romania,20 479,189,1 326,8,Community transmission,0
Israel,17 783,77,294,2,Pending,0
Austria,16 868,46,672,0,Community transmission,0
Armenia,13 325,195,211,11,Community transmission,0
Kazakhstan,12 859,165,56,2,Clusters of cases,0
Denmark,11 948,24,589,2,Community transmission,0
Serbia,11 823,82,249,1,Pending,0
Republic of Moldova,9 700,189,346,11,Community transmission,0
Czechia,9 628,61,327,0,Clusters of cases,0
Norway,8 504,0,238,0,Clusters of cases,2
Azerbaijan,7 553,314,88,4,Clusters of cases,0
Finland,6 981,17,323,1,Pending,0
Tajikistan,4 529,76,48,0,Pending,0
Uzbekistan,4 352,171,17,0,Clusters of cases,0
Luxembourg,4 039,4,110,0,Clusters of cases,0
Hungary,3 970,0,542,0,Community transmission,2
North Macedonia,3 028,113,153,2,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Greece,2 952,0,180,0,Clusters of cases,1
Bulgaria,2 727,16,160,0,Clusters of cases,0
Bosnia and Herzegovina,2 673,28,159,1,Community transmission,0
Croatia,2 247,0,104,0,Sporadic cases,3
Kyrgyzstan,2 032,25,23,1,Clusters of cases,0
Estonia,1 939,8,69,0,Clusters of cases,0
Iceland,1 807,1,10,0,Community transmission,0
Lithuania,1 714,9,71,0,Community transmission,0
Slovakia,1 528,0,28,0,Clusters of cases,1
Slovenia,1 485,0,108,0,Clusters of cases,1
Albania,1 263,17,34,0,Clusters of cases,0
Latvia,1 088,2,25,0,Clusters of cases,0
Cyprus,964,4,18,0,Clusters of cases,0
Andorra,852,0,51,0,Community transmission,3
Georgia,810,1,13,0,Community transmission,0
San Marino,695,0,42,0,Community transmission,3
Malta,629,7,9,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,33
Monaco,99,0,1,0,Sporadic cases,1
Liechtenstein,83,0,1,0,Pending,43
Holy See,12,0,0,0,Sporadic cases,32
Territoriesii,,,,,,
Kosovo[1],1 191,40,30,0,Community transmission,0
Isle of Man,336,0,24,0,Pending,17
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,311,2,30,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,36
Faroe Islands,187,0,0,0,Pending,45
Gibraltar,175,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,Pending,10
South-East Asia,,,,,,
India,256 611,9 983,7 135,206,Clusters of cases,0
Bangladesh,65 769,2 743,888,42,Community transmission,0
Indonesia,31 186,672,1 851,50,Community transmission,0
Nepal,3 448,213,13,0,Sporadic cases,0
Thailand,3 119,7,58,0,Clusters of cases,0
Maldives,1 903,2,8,0,Clusters of cases,0
Sri Lanka,1 835,21,11,0,Clusters of cases,0
Myanmar,242,2,6,0,Clusters of cases,0
Bhutan,59,11,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,45
Western Pacific,,,,,,
China,84 634,5,4 645,0,Clusters of cases,0
Singapore,37 910,383,25,0,Clusters of cases,0
Philippines,21 895,555,1 003,9,Community transmission,0
Japan,17 174,33,916,0,Clusters of cases,0
Republic of Korea,11 814,38,273,0,Clusters of cases,0
Malaysia,8 322,19,117,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 260,5,102,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,17
Viet Nam,329,0,0,0,Clusters of cases,2
Mongolia,193,0,0,0,Sporadic cases,1
Brunei Darussalam,141,0,2,0,Clusters of cases,31
Cambodia,126,0,0,0,Sporadic cases,1
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,56
Fiji,18,0,0,0,Sporadic cases,48
Papua New Guinea,8,0,0,0,Sporadic cases,46
Territoriesii,,,,,,
Guam,171,0,5,0,Clusters of cases,3
French Polynesia,60,0,0,0,Sporadic cases,33
Northern Mariana Islands,,,,,,
(Commonwealth of the),27,1,2,0,Pending,0
New Caledonia,20,0,0,0,Sporadic cases,3
Subtotal for all regions,6 930 259,131 296,400 844,3 469,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 931 000,131 296,400 857,3 469,,
