WHO and United Nations High Commissioner for Refugees (UNHCR) joined forces to improve
"health services for refugees, displaced and stateless people. WHO and UNHCR signed a new"
agreement to strengthen and advance public health services for the millions of displaced people
around the world. A key aim this year will be to support ongoing efforts to protect some 70 million
displaced people due to COVID-19.
WHO has supported the Smithsonian Science Education Center and InterAcademy Partnership to
"launch a new COVID-19 rapid-response guide for young people aged 8–17 years, titled “COVID-"
"19! How can I protect myself and others?”. The guide, which is based on the 2030 Sustainable"
"Development Goals, aims to help young people understand the science and social science of"
"COVID-19 as well as help them take action to keep themselves, their families and communities"
safe.
WHO has launched a new search feature for questions on COVID-19. WHO’s COVID-19 webpage
"now features an enhanced natural language processing search bar, which understands questions"
posed in everyday language and more accurately delivers answers to those queries.
WHO and partners have produced guidance on laboratory biosafety related to the testing of clinical
"specimens and guidance on the repatriation of COVID-19 human remains by air, both of which are"
explored in today’s ‘Subject in Focus’ below.
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,Total confirmed,,,otal confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,Transmission,,,Days since last,
"",cases,ew cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Total deaths,Total deaths
Total new deaths,Total new deaths
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Ukraine,20 148,442,588,9,Community transmission,0
Poland,20 143,404,972,10,Community transmission,0
Romania,17 585,198,1 151,10,Community transmission,0
Israel,16 690,31,279,1,Pending,0
Austria,16 332,57,633,0,Community transmission,0
Denmark,11 182,65,561,7,Community transmission,0
Serbia,10 919,86,237,2,Pending,0
Czechia,8 754,33,306,2,Clusters of cases,0
Norway,8 268,0,234,0,Clusters of cases,1
Kazakhstan,7 597,363,35,0,Pending,0
Republic of Moldova,6 704,151,233,1,Pending,0
Finland,6 493,50,306,2,Pending,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Armenia,5 928,322,74,4,Clusters of cases,0
Luxembourg,3 980,9,109,0,Pending,0
Azerbaijan,3 749,118,44,1,Clusters of cases,0
Hungary,3 678,37,476,3,Community transmission,0
Uzbekistan,3 006,56,13,0,Clusters of cases,0
Greece,2 853,3,168,2,Clusters of cases,0
Bulgaria,2 372,41,125,5,Clusters of cases,0
Bosnia and Herzegovina,2 352,18,139,4,Community transmission,0
Tajikistan,2 350,210,44,0,Pending,0
Croatia,2 237,3,97,1,Community transmission,0
North Macedonia,1 898,40,111,1,Clusters of cases,0
Iceland,1 803,0,10,0,Community transmission,1
Estonia,1 800,6,64,0,Pending,0
Lithuania,1 594,17,61,1,Community transmission,0
Slovakia,1 502,6,28,0,Clusters of cases,0
Slovenia,1 468,0,106,1,Clusters of cases,1
Kyrgyzstan,1 350,37,14,0,Clusters of cases,0
Latvia,1 025,9,22,1,Clusters of cases,0
Albania,969,0,31,0,Clusters of cases,1
Cyprus,923,1,17,0,Clusters of cases,0
Andorra,762,0,51,0,Community transmission,1
Georgia,723,2,12,0,Community transmission,0
San Marino,672,2,41,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Malta,599,15,6,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,16
Monaco,96,0,1,0,Sporadic cases,11
Liechtenstein,83,0,1,0,Pending,26
Holy See,12,0,0,0,Sporadic cases,15
Territoriesii,,,,,,
Kosovo[1],1 003,14,29,0,Community transmission,0
Isle of Man,336,1,24,0,Pending,0
Jersey,306,3,29,1,Community transmission,0
Guernsey,252,0,13,0,Community transmission,19
Faroe Islands,187,0,0,0,Pending,28
Gibraltar,149,2,0,0,Clusters of cases,0
Greenland,11,0,0,0,Pending,46
South-East Asia,,,,,,
India,118 447,6 088,3 583,148,Clusters of cases,0
Bangladesh,28 511,1 773,408,22,Clusters of cases,0
Indonesia,20 162,973,1 278,36,Community transmission,0
Thailand,3 037,0,56,0,Clusters of cases,1
Maldives,1 216,30,4,0,Clusters of cases,0
Sri Lanka,1 055,27,9,0,Clusters of cases,0
Nepal,487,43,3,1,Sporadic cases,0
Myanmar,199,0,6,0,Clusters of cases,1
Timor-Leste,24,0,0,0,Clusters of cases,28
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bhutan,21,0,0,0,Sporadic cases,6
Western Pacific,,,,,,
China,84 520,13,4 645,0,Clusters of cases,0
Singapore,29 812,448,23,1,Clusters of cases,0
Japan,16 513,89,796,19,Clusters of cases,0
Philippines,13 434,213,846,4,Community transmission,0
Republic of Korea,11 142,20,264,0,Clusters of cases,0
Australia,7 081,2,100,0,Clusters of cases,0
Malaysia,7 059,50,114,0,Clusters of cases,0
New Zealand,1 154,1,21,0,Clusters of cases,0
Viet Nam,324,0,0,0,Clusters of cases,3
Brunei Darussalam,141,0,1,0,Clusters of cases,14
Mongolia,140,0,0,0,Sporadic cases,3
Cambodia,123,1,0,0,Sporadic cases,0
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,39
Fiji,18,0,0,0,Sporadic cases,31
Papua New Guinea,8,0,0,0,Sporadic cases,29
Territoriesii,,,,,,
Guam,160,0,5,0,Clusters of cases,1
French Polynesia,60,0,0,0,Sporadic cases,16
Northern Mariana Islands,,,,,,
(Commonwealth of the),22,1,2,0,Pending,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
New Caledonia,18,0,0,0,Sporadic cases,49
Subtotal for all regions,4 992 758,100 284,327 725,4 482,,
Other*,712,0,13,0,-,67
Grand total,4 993 470,100 284,327 738,4 482,,
