Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Namibia,25,0,0,0,Sporadic cases,4
Seychelles,11,0,0,0,Clusters of cases,60
Lesotho,4,0,0,0,Sporadic cases,2
Territoriesii,,,,,,
Mayotte,2 079,21,25,0,Clusters of cases,0
Réunion,480,1,1,0,Clusters of cases,0
Americas,,,,,,
United States of America,1 857 872,20 069,107 911,1 035,Community transmission,0
Brazil,614 941,30 925,34 021,1 473,Community transmission,0
Peru,183 198,4 284,5 031,137,Community transmission,0
Chile,122 499,4 207,1 448,92,Community transmission,0
Mexico,105 680,4 442,12 545,817,Community transmission,0
Canada,94 070,629,7 652,109,Community transmission,0
Ecuador,42 106,1 140,3 592,106,Community transmission,0
Colombia,35 120,1 766,1 087,42,Community transmission,0
Argentina,20 197,929,615,27,Community transmission,0
Dominican Republic,18 708,389,525,5,Community transmission,0
Panama,15 044,435,363,6,Community transmission,0
Bolivia (Plurinational State of),12 245,607,415,15,Community transmission,0
Guatemala,6 154,394,158,15,Community transmission,0
Honduras,5 880,190,243,9,Community transmission,0
El Salvador,2 849,68,53,1,Community transmission,0
Haiti,2 640,36,50,0,Community transmission,0
Cuba,2 133,14,83,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Venezuela (Bolivarian Republic of),2 087,135,20,0,Community transmission,0
Nicaragua,1 309,0,46,0,Community transmission,2
Costa Rica,1 194,37,10,0,Clusters of cases,0
Paraguay,1 087,1,11,0,Community transmission,0
Uruguay,832,4,23,0,Clusters of cases,0
Jamaica,591,1,10,1,Clusters of cases,0
Guyana,153,0,12,0,Clusters of cases,4
Trinidad and Tobago,117,0,8,0,Sporadic cases,5
Bahamas,102,0,11,0,Clusters of cases,4
Barbados,92,0,7,0,Clusters of cases,12
Suriname,82,0,1,0,Sporadic cases,1
Saint Vincent and the Grenadines,26,0,0,0,Sporadic cases,5
Antigua and Barbuda,25,0,3,0,Clusters of cases,33
Grenada,23,0,0,0,Clusters of cases,10
Saint Lucia,19,1,0,0,Sporadic cases,0
Belize,18,0,2,0,Sporadic cases,52
Dominica,16,0,0,0,Clusters of cases,56
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,46
Territoriesii,,,,,,
Puerto Rico,4 620,112,141,1,Community transmission,0
French Guiana,589,33,1,0,Clusters of cases,0
Martinique,200,0,14,0,Clusters of cases,6
Guadeloupe,164,2,14,0,Clusters of cases,0
Cayman Islands,160,4,1,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,141,0,9,0,Clusters of cases,3
Aruba,101,0,3,0,No cases,31
Sint Maarten,77,-  1,15,0,Sporadic cases,0
United States Virgin Islands,71,0,6,0,Clusters of cases,1
Saint Martin,41,0,3,0,Sporadic cases,6
Curaçao,21,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,41
Turks and Caicos Islands,12,0,1,0,Sporadic cases,39
Montserrat,11,0,1,0,Sporadic cases,53
British Virgin Islands,8,0,1,0,Sporadic cases,21
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,11
Saint Barthélemy,6,0,0,0,Sporadic cases,67
Anguilla,3,0,0,0,Sporadic cases,63
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,59
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),167 156,2 886,8 134,63,Community transmission,0
Saudi Arabia,95 748,2 591,642,31,Clusters of cases,0
Pakistan,93 983,4 734,1 935,97,Clusters of cases,0
Qatar,65 495,1 754,49,4,Community transmission,0
United Arab Emirates,37 642,624,274,1,Pending,0
Egypt,31 115,1 348,1 166,40,Clusters of cases,0
Kuwait,30 644,723,244,8,Clusters of cases,0
Afghanistan,19 551,582,327,18,Clusters of cases,0
Oman,15 086,770,72,5,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bahrain,13 835,606,22,1,Clusters of cases,0
Iraq,9 846,1 006,285,14,Clusters of cases,0
Morocco,8 071,68,208,0,Clusters of cases,0
Sudan,5 865,151,347,14,Community transmission,0
Djibouti,4 123,69,26,0,Clusters of cases,0
Somalia,2 204,0,79,0,Sporadic cases,1
Lebanon,1 312,6,28,0,Clusters of cases,0
Tunisia,1 087,0,49,0,Community transmission,2
Jordan,784,19,9,0,Clusters of cases,0
Yemen,473,16,112,8,Pending,0
Libya,239,43,5,0,Clusters of cases,0
Syrian Arab Republic,124,0,6,0,Community transmission,1
Territoriesii,,,,,,
occupied Palestinian territory,643,0,5,0,Clusters of cases,1
Europe,,,,,,
Russian Federation,458 689,8 855,5 725,197,Clusters of cases,0
The United Kingdom,283 315,1 650,40 261,357,Community transmission,0
Spain,240 978,318,27 134,1,Community transmission,0
Italy,234 531,518,33 774,85,Community transmission,0
Germany,183 678,407,8 646,33,Community transmission,0
Turkey,168 340,930,4 648,18,Community transmission,0
France,149 495,554,29 053,46,Community transmission,0
Belgium,58 907,140,9 566,18,Community transmission,0
Netherlands,47 152,210,6 005,15,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Belarus,46 868,887,259,6,Community transmission,0
Sweden,42 939,1 056,4 639,77,Community transmission,0
Portugal,33 969,377,1 465,10,Community transmission,0
Switzerland,30 853,23,1 659,0,Community transmission,0
Ukraine,26 514,550,777,15,Community transmission,0
Poland,25 419,371,1 137,20,Community transmission,0
Ireland,25 163,21,1 670,6,Community transmission,0
Romania,20 103,196,1 308,9,Community transmission,0
Israel,17 562,67,291,0,Pending,0
Austria,16 803,62,672,2,Community transmission,0
Kazakhstan,12 511,199,52,4,Clusters of cases,0
Armenia,12 364,547,190,7,Community transmission,0
Denmark,11 875,64,586,4,Community transmission,0
Serbia,11 667,96,247,1,Pending,0
Czechia,9 529,35,327,1,Clusters of cases,0
Republic of Moldova,9 247,229,323,8,Community transmission,0
Norway,8 504,27,238,0,Clusters of cases,0
Finland,6 941,30,322,0,Pending,0
Azerbaijan,6 860,338,82,4,Clusters of cases,0
Tajikistan,4 370,81,48,0,Pending,0
Luxembourg,4 032,5,110,0,Clusters of cases,0
Uzbekistan,4 022,57,16,0,Clusters of cases,0
Hungary,3 970,16,542,3,Community transmission,0
Greece,2 937,0,179,0,Clusters of cases,2
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
North Macedonia,2 792,180,149,2,Clusters of cases,0
Bulgaria,2 668,83,160,13,Clusters of cases,0
Bosnia and Herzegovina,2 605,12,158,0,Community transmission,0
Croatia,2 247,0,103,0,Sporadic cases,1
Kyrgyzstan,1 974,38,22,0,Clusters of cases,0
Estonia,1 910,20,69,0,Pending,0
Iceland,1 806,0,10,0,Community transmission,6
Lithuania,1 694,7,71,0,Community transmission,0
Slovakia,1 526,0,28,0,Clusters of cases,1
Slovenia,1 489,12,108,0,Clusters of cases,0
Albania,1 232,20,34,1,Clusters of cases,0
Latvia,1 082,0,25,0,Clusters of cases,1
Cyprus,960,2,17,0,Clusters of cases,0
Andorra,852,0,51,0,Community transmission,1
Georgia,808,2,13,0,Community transmission,0
San Marino,695,0,42,0,Community transmission,1
Malta,622,0,9,0,Sporadic cases,2
Montenegro,324,0,9,0,Clusters of cases,31
Monaco,98,0,1,0,Sporadic cases,13
Liechtenstein,83,0,1,0,Pending,41
Holy See,12,0,0,0,Sporadic cases,30
Territoriesii,,,,,,
Kosovo[1],1 142,0,30,0,Community transmission,2
Isle of Man,336,0,24,0,Pending,15
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Jersey,309,0,30,0,Community transmission,1
Guernsey,252,0,13,0,Community transmission,34
Faroe Islands,187,0,0,0,Pending,43
Gibraltar,174,1,0,0,Clusters of cases,0
Greenland,13,0,0,0,Pending,8
South-East Asia,,,,,,
India,236 657,9 887,6 642,294,Clusters of cases,0
Bangladesh,60 391,2 828,811,30,Community transmission,0
Indonesia,29 521,703,1 770,49,Community transmission,0
Thailand,3 104,2,58,0,Clusters of cases,0
Nepal,2 912,278,11,1,Sporadic cases,0
Maldives,1 883,11,7,0,Clusters of cases,0
Sri Lanka,1 801,4,11,0,Clusters of cases,0
Myanmar,236,0,6,0,Clusters of cases,1
Bhutan,48,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,43
Western Pacific,,,,,,
China,84 620,6,4 645,0,Clusters of cases,0
Singapore,37 183,261,24,0,Clusters of cases,0
Philippines,20 626,244,987,3,Community transmission,0
Japan,17 103,39,914,7,Clusters of cases,0
Republic of Korea,11 719,51,273,0,Clusters of cases,0
Malaysia,8 266,19,116,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Australia,7 251,11,102,0,Clusters of cases,0
New Zealand,1 154,0,22,0,Clusters of cases,15
Viet Nam,329,1,0,0,Clusters of cases,0
Mongolia,191,5,0,0,Sporadic cases,0
Brunei Darussalam,141,0,2,0,Clusters of cases,29
Cambodia,125,0,0,0,Sporadic cases,7
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,54
Fiji,18,0,0,0,Sporadic cases,46
Papua New Guinea,8,0,0,0,Sporadic cases,44
Territoriesii,,,,,,
Guam,171,0,5,0,Clusters of cases,1
French Polynesia,60,0,0,0,Sporadic cases,31
Northern Mariana Islands,,,,,,
(Commonwealth of the),26,0,2,0,Pending,1
New Caledonia,20,0,0,0,Sporadic cases,1
Subtotal for all regions,6 662 563,127 950,392 789,5 647,,
Other*,741,0,13,0,Not applicable,-
Grand total,6 663 304,127 950,392 802,5 647,,
