"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,otal confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new deaths,,ransmission,,,Days since last,
"",ases,new cases,lassificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
Total deaths,Total deaths
Total new deaths,Total new deaths
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Montserrat,11,0,1,0,Sporadic cases,29
British Virgin Islands,7,0,1,0,Sporadic cases,7
"Bonaire, Sint Eustatius and Saba",6,0,0,0,Sporadic cases,15
Saint Barthélemy,6,0,0,0,Sporadic cases,43
Anguilla,3,0,0,0,Sporadic cases,39
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,35
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),110 767,1 481,6 733,48,Community transmission,0
Saudi Arabia,42 925,1 911,264,9,Clusters of cases,0
Pakistan,34 261,2 180,737,31,Clusters of cases,0
Qatar,25 149,1 526,14,0,Community transmission,0
United Arab Emirates,19 661,783,203,2,Pending,0
Kuwait,10 277,991,75,10,Clusters of cases,0
Egypt,10 093,347,544,11,Clusters of cases,0
Morocco,6 418,58,188,0,Clusters of cases,0
Bahrain,5 531,295,9,1,Clusters of cases,0
Afghanistan,4 967,0,127,0,Clusters of cases,1
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Oman,4 019,298,17,0,Clusters of cases,0
Iraq,2 913,95,112,2,Clusters of cases,0
Sudan,1 660,134,80,6,Sporadic cases,0
Djibouti,1 256,29,3,0,Clusters of cases,0
Somalia,1 170,81,52,0,Sporadic cases,0
Tunisia,1 032,0,45,0,Community transmission,3
Lebanon,870,11,26,0,Clusters of cases,0
Jordan,576,14,9,0,Clusters of cases,0
Yemen,67,9,11,1,Pending,0
Libya,64,0,3,0,Clusters of cases,6
Syrian Arab Republic,47,0,3,0,Community transmission,4
Territoriesii,,,,,,
occupied Palestinian territory,547,0,4,0,Clusters of cases,5
Europe,,,,,,
Russian Federation,242 271,10 028,2 212,96,Clusters of cases,0
Spain,228 030,594,26 920,176,Community transmission,0
The United Kingdom,226 467,3 403,32 692,627,Community transmission,0
Italy,221 216,1 402,30 911,172,Community transmission,0
Germany,171 306,798,7 634,101,Community transmission,0
Turkey,141 475,1 704,3 894,53,Community transmission,0
France,138 161,670,26 948,348,Community transmission,0
Belgium,53 779,330,8 761,54,Community transmission,0
Netherlands,42 984,196,5 510,54,Community transmission,0
Switzerland,30 297,36,1 560,18,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Portugal,27 913,234,1 163,19,Community transmission,0
Sweden,27 272,602,3 313,57,Community transmission,0
Belarus,25 840,1 934,149,14,Clusters of cases,0
Ireland,23 242,107,1 488,21,Community transmission,0
Poland,16 921,595,839,28,Community transmission,0
Israel,16 539,13,262,4,Pending,0
Ukraine,16 425,402,439,14,Community transmission,0
Austria,15 910,36,623,3,Community transmission,0
Romania,15 778,190,1 002,30,Community transmission,0
Denmark,10 591,78,527,-  6,Community transmission,0
Serbia,10 243,67,220,2,Pending,0
Czechia,8 221,45,283,1,Community transmission,0
Norway,8 135,29,228,4,Pending,0
Finland,6 003,19,275,4,Pending,0
Kazakhstan,5 417,210,32,0,Pending,0
Republic of Moldova,5 154,159,182,3,Pending,0
Luxembourg,3 894,6,102,1,Pending,0
Armenia,3 718,180,48,1,Clusters of cases,0
Hungary,3 341,28,430,5,Clusters of cases,0
Greece,2 744,18,152,1,Community transmission,0
Azerbaijan,2 693,104,33,1,Clusters of cases,0
Uzbekistan,2 598,89,10,0,Clusters of cases,0
Croatia,2 207,11,91,0,Community transmission,0
Bosnia and Herzegovina,2 162,20,116,4,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,2 023,33,95,2,Clusters of cases,0
Iceland,1 801,0,10,0,Community transmission,5
Estonia,1 746,5,61,0,Pending,0
North Macedonia,1 674,10,92,1,Clusters of cases,0
Lithuania,1 491,6,50,0,Community transmission,0
Slovakia,1 465,8,27,1,Clusters of cases,0
Slovenia,1 461,1,102,0,Community transmission,0
Kyrgyzstan,1 044,7,12,0,Clusters of cases,0
Latvia,950,4,18,0,Community transmission,0
Cyprus,903,2,23,1,Clusters of cases,0
Albania,876,4,31,0,Clusters of cases,0
Andorra,759,3,48,0,Community transmission,0
Tajikistan,729,68,23,2,Pending,0
San Marino,647,0,41,0,Community transmission,1
Georgia,642,3,11,0,Community transmission,0
Malta,503,0,5,0,Pending,1
Montenegro,324,0,9,0,Clusters of cases,7
Monaco,96,0,1,0,Sporadic cases,2
Liechtenstein,83,0,1,0,Pending,17
Holy See,12,0,0,0,Sporadic cases,6
Territoriesii,,,,,,
Kosovo[1],919,35,29,1,Community transmission,0
Isle of Man,330,0,23,0,Pending,2
Jersey,294,0,25,0,Pending,1
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Guernsey,252,0,13,0,Community transmission,10
Faroe Islands,187,0,0,0,Pending,19
Gibraltar,147,1,0,0,Clusters of cases,0
Greenland,11,0,0,0,Pending,37
South-East Asia,,,,,,
India,74 281,3 525,2 415,122,Clusters of cases,0
Bangladesh,16 660,969,250,11,Clusters of cases,0
Indonesia,14 749,484,1 007,16,Community transmission,0
Thailand,3 017,0,56,0,Clusters of cases,1
Maldives,904,7,3,0,Clusters of cases,0
Sri Lanka,889,20,9,0,Clusters of cases,0
Nepal,217,26,0,0,Sporadic cases,0
Myanmar,180,0,6,0,Clusters of cases,2
Timor-Leste,24,0,0,0,Clusters of cases,19
Bhutan,11,0,0,0,Sporadic cases,1
Western Pacific,,,,,,
China,84 458,7,4 644,0,Clusters of cases,0
Singapore,24 671,849,21,0,Clusters of cases,0
Japan,16 024,150,668,25,Clusters of cases,0
Philippines,11 350,264,751,25,Community transmission,0
Republic of Korea,10 962,26,259,1,Clusters of cases,0
Australia,6 964,16,97,0,Clusters of cases,0
Malaysia,6 742,16,109,0,Clusters of cases,0
New Zealand,1 147,0,21,0,Clusters of cases,2
Grand total,4 170 424,81 577,287 399,4 245
