"The hydroxychloroquine arm of the Solidarity Trial, which seeks to find an effective COVID-",
"19 treatment, is being stopped. The decision is based on evidence from the Solidarity Trial,",
the UK's Recovery trial and a Cochrane review of other evidence,
on hydroxychloroquine. Data shows that hydroxychloroquine does not result in the reduction of,
"mortality of hospitalised COVID-19 patients, when compared with standard of care.",
"Dr Tedros announced the roll out of the WHO Academy, a major new initiative as part of",
"WHO’s transformation. With the WHO Academy, WHO aims to build one of the world’s",
largest and most innovative digital learning platforms to enhance the competencies of health,
"professionals. So far, courses on the OpenWHO.org have received almost 3.5 millio",
enrolments on 12 topics in 31 languages,
Several countries affected by COVID-19 have seen increases in levels of violence occurring,
"in the home, including violence against children, intimate partner violence and violence",
"against older people. A new brief, addressing violence against children, women and older people",
"during the COVID-19 pandemic, outlines key actions that the health sector can undertake to",
prevent or mitigate interpersonal violence.,
Today’s,‘Subject in Focus’,provides a summary of virtual meetings held on COVID-19,
preparedness and response at points of entry from the WHO Regional Office for Africa.,,,
"",,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area,,Total confirmed,,,Total confirmed,,Total deaths,Total deaths,Total new deaths,Total new death,,Transmission,,,Days since last,
"",cases,new cases,classificationi,reported case,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,
"",frica,,,,,,,,,,,,,,,,
Reporting Country/ Territory/Area,eporting Country/ Territory/Area
Total deaths,Total deaths
Total new deaths,Total new death
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Honduras,10 299,643,336,6,Community transmission,0
Haiti,4 688,141,82,2,Community transmission,0
El Salvador,4 200,134,82,3,Community transmission,0
Venezuela (Bolivarian Republic of),3 386,236,28,1,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Cuba,2 295,15,85,1,Clusters of cases,0
Nicaragua,2 014,0,64,0,Community transmission,1
Costa Rica,1 871,75,12,0,Clusters of cases,0
Paraguay,1 330,22,13,0,Community transmission,0
Uruguay,849,0,24,0,Clusters of cases,1
Jamaica,626,5,10,0,Clusters of cases,0
Suriname,261,19,7,1,Clusters of cases,0
Guyana,183,12,12,0,Clusters of cases,0
Trinidad and Tobago,123,0,8,0,Sporadic cases,3
Bahamas,104,0,11,0,Clusters of cases,3
Barbados,97,0,7,0,Clusters of cases,3
Saint Vincent and the Grenadines,29,0,0,0,Sporadic cases,1
Antigua and Barbuda,26,0,3,0,Clusters of cases,5
Grenada,23,0,0,0,Clusters of cases,23
Belize,22,0,2,0,Sporadic cases,1
Saint Lucia,19,0,0,0,Sporadic cases,13
Dominica,18,0,0,0,Clusters of cases,6
Saint Kitts and Nevis,15,0,0,0,No cases,59
Territories ii,,,,,,
Puerto Rico,6 111,108,147,0,Community transmission,0
French Guiana,1 758,204,5,0,Community transmission,0
Martinique,221,19,14,0,Clusters of cases,0
Cayman Islands,193,0,1,0,Clusters of cases,1
Guadeloupe,171,0,14,0,Clusters of cases,6
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,144,0,9,0,Clusters of cases,4
Aruba,101,0,3,0,No cases,44
Sint Maarten,77,0,15,0,Sporadic cases,13
United States Virgin Islands,73,0,6,0,Clusters of cases,2
Saint Martin,42,0,3,0,Sporadic cases,2
Curaçao,23,0,1,0,Sporadic cases,1
Falkland Islands (Malvinas),13,0,0,0,No cases,54
Turks and Caicos Islands,12,0,1,0,No cases,52
Montserrat,11,0,1,0,No cases,66
British Virgin Islands,8,0,1,0,No cases,34
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,24
Saint Barthélemy,6,0,0,0,No cases,80
Anguilla,3,0,0,0,No cases,76
Saint Pierre and Miquelon,1,0,0,0,No cases,72
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),197 647,2 596,9 272,87,Community transmission,0
Pakistan,165 062,4 944,3 229,136,Clusters of cases,0
Saudi Arabia,145 991,4 757,1 139,48,Clusters of cases,0
Qatar,84 441,1 267,86,4,Community transmission,0
Egypt,50 437,1 218,1 938,88,Clusters of cases,0
United Arab Emirates,43 752,388,298,3,Pending,0
Kuwait,38 074,541,308,2,Clusters of cases,0
Afghanistan,27 878,541,548,2,Clusters of cases,0
Oman,26 818,739,119,3,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Iraq,25 717,1 463,856,83,Clusters of cases,0
Bahrain,20 430,469,55,6,Clusters of cases,0
Morocco,9 074,77,213,0,Clusters of cases,0
Sudan,8 020,0,487,0,Community transmission,1
Djibouti,4 557,12,43,0,Clusters of cases,0
Somalia,2 719,23,88,0,Sporadic cases,0
Lebanon,1 495,6,32,0,Clusters of cases,0
Tunisia,1 132,4,50,0,Community transmission,0
Jordan,1 001,14,9,0,Clusters of cases,0
Yemen,913,7,249,4,Pending,0
Libya,510,28,10,0,Clusters of cases,0
Syrian Arab Republic,187,9,7,0,Community transmission,0
Territories ii,,,,,,
occupied Palestinian territory,795,50,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,569 063,7 972,7 841,181,Clusters of cases,0
The United Kingdom,300 473,1 218,42 288,135,Community transmission,0
Spain,245 268,585,27 136,0,Community transmission,0
Italy,238 159,331,34 514,66,Community transmission,0
Germany,187 764,0,8 856,0,Clusters of cases,1
Turkey,184 031,1 304,4 882,21,Community transmission,0
France,153 557,201,29 537,28,Community transmission,0
Belgium,60 348,104,9 683,8,Community transmission,0
Belarus,56 657,625,331,7,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Sweden,56 043,1 481,5 053,12,Community transmission,0
Netherlands,49 319,115,6 078,4,Community transmission,0
Portugal,38 089,417,1 524,1,Community transmission,0
Ukraine,34 984,921,985,19,Community transmission,0
Switzerland,31 117,17,1 677,0,Community transmission,0
Poland,31 015,314,1 316,30,Community transmission,0
Ireland,25 355,14,1 714,4,Community transmission,0
Romania,23 080,320,1 473,22,Community transmission,0
Israel,19 876,239,303,0,Pending,0
Armenia,19 157,459,319,10,Community transmission,0
Austria,17 155,40,688,1,Community transmission,0
Kazakhstan,16 351,474,105,5,Clusters of cases,0
Republic of Moldova,13 106,374,449,16,Community transmission,0
Serbia,12 616,94,258,1,Pending,0
Denmark,12 344,50,600,2,Community transmission,0
Azerbaijan,11 329,338,139,6,Clusters of cases,0
Czechia,10 230,68,334,1,Clusters of cases,0
Norway,8 692,32,244,1,Clusters of cases,0
Finland,7 117,0,326,0,Pending,1
Uzbekistan,5 855,158,19,0,Clusters of cases,0
Tajikistan,5 279,58,51,0,Pending,0
North Macedonia,4 664,182,216,6,Clusters of cases,0
Luxembourg,4 091,6,110,0,Clusters of cases,0
Hungary,4 081,2,568,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,3 674,132,190,6,Clusters of cases,0
Greece,3 227,24,188,1,Clusters of cases,0
Bosnia and Herzegovina,3 202,58,167,0,Community transmission,0
Kyrgyzstan,2 789,132,32,1,Clusters of cases,0
Croatia,2 269,11,107,0,Sporadic cases,0
Estonia,1 977,0,69,0,Clusters of cases,1
Albania,1 838,50,42,3,Clusters of cases,0
Iceland,1 816,1,10,0,Community transmission,0
Lithuania,1 784,6,76,0,Community transmission,0
Slovakia,1 562,1,28,0,Clusters of cases,0
Slovenia,1 511,8,109,0,Clusters of cases,0
Latvia,1 108,4,30,0,Sporadic cases,0
Cyprus,985,0,19,1,Clusters of cases,3
Georgia,895,2,14,0,Community transmission,0
Andorra,855,1,52,0,Community transmission,0
San Marino,709,0,42,0,Community transmission,1
Malta,663,1,9,0,Sporadic cases,0
Montenegro,337,4,9,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,12
Liechtenstein,83,0,1,0,Pending,54
Holy See,12,0,0,0,Sporadic cases,43
Territories ii,,,,,,
Kosovo[1],,,,,,
"",1 873,83,24,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,Pending,28
Jersey,318,2,30,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,47
Faroe Islands,187,0,0,0,Pending,56
Gibraltar,176,0,0,0,Clusters of cases,10
Greenland,13,0,0,0,Pending,21
South-East Asia,,,,,,
India,380 532,13 586,12 573,336,Clusters of cases,0
Bangladesh,102 292,3 803,1 343,38,Community transmission,0
Indonesia,42 762,1 331,2 339,63,Community transmission,0
Nepal,7 848,671,22,2,Sporadic cases,0
Thailand,3 146,5,58,0,Clusters of cases,0
Maldives,2 137,17,8,0,Clusters of cases,0
Sri Lanka,1 947,23,11,0,Clusters of cases,0
Myanmar,286,23,6,0,Clusters of cases,0
Bhutan,67,0,0,0,Sporadic cases,3
Timor-Leste,24,0,0,0,Clusters of cases,56
Western Pacific,,,,,,
China,84 940,37,4 645,0,Clusters of cases,0
Singapore,41 473,257,26,0,Clusters of cases,0
Philippines,27 799,561,1 116,8,Community transmission,0
Japan,17 740,72,935,0,Clusters of cases,0
Republic of Korea,12 306,49,280,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Malaysia,8 529,14,121,0,Clusters of cases,0
Australia,7 391,21,102,0,Clusters of cases,0
New Zealand,1 157,0,22,0,Clusters of cases,1
Viet Nam,342,7,0,0,Clusters of cases,0
Mongolia,201,4,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,Clusters of cases,42
Cambodia,129,0,0,0,Sporadic cases,1
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,67
Fiji,18,0,0,0,Sporadic cases,59
Papua New Guinea,8,0,0,0,Sporadic cases,57
Territories ii,,,,,,
Guam,185,5,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,44
Northern Mariana Islands,,,,,,
(Commonwealth of the),30,0,2,0,Pending,9
New Caledonia,21,0,0,0,Sporadic cases,9
Subtotal for all regions,8 384 699,142 451,450 673,5 151,,
Other*,741,0,13,0,Not applicable,-
Grand total,8 385 440,142 451,450 686,5 151,,
