"On 27 June, WHO Director-General Dr Tedros will join other global leaders and artists in the",
"Global Goal: Unite for Our Future campaign, concert and summit, being organised by Global",
"Citizen in support of the global COVID-19 response. The event will provide governments,",
corporate leaders and philanthropists with a platform to make their commitments towards the,
fair distribution of tools and treatments for COVID-19. WHO’s Regional Office for the Americas,
has been chosen as a regional implementing partner.,
"","HO Director-General Dr Tedros, in his regular media briefing, urged countries to double"
"down on the fundamental public health measures, while facing the delicate balance between",
protecting their people and minimizing the social and economic damage caused by the,
pandemic. “It’s not a choice between lives and livelihoods. Countries can do both.”,
WHO updated its Q&A page to include information on dexamethasone and COVID-19.,
"Today’s ‘Subject in Focus’ , provides a summary of a webinar on Sports events and COVID-19:",
from lockdown to a new start.,
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Uganda,774,19,0,0,Sporadic cases,0
Malawi,745,15,11,0,Clusters of cases,0
Mozambique,737,4,5,0,Clusters of cases,0
Liberia,650,24,34,0,Community transmission,0
Eswatini,643,8,6,1,Clusters of cases,0
Togo,569,0,13,0,Community transmission,1
Zimbabwe,512,23,6,0,Sporadic cases,0
United Republic of Tanzania,509,0,21,0,Community transmission,46
Sao Tome and Principe,388,0,10,0,Clusters of cases,5
Mauritius,340,3,10,0,Clusters of cases,0
Comoros,247,0,5,0,Community transmission,2
Angola,183,7,9,0,Clusters of cases,0
Burundi,144,0,1,0,Clusters of cases,2
Eritrea,143,0,0,0,Sporadic cases,1
Botswana,89,0,1,0,Clusters of cases,3
Namibia,63,8,0,0,Sporadic cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Gambia,41,4,2,0,Sporadic cases,0
Lesotho,12,8,0,0,Sporadic cases,0
Seychelles,11,0,0,0,Clusters of cases,77
Territoriesii,,,,,,
Mayotte,2 434,30,32,1,Clusters of cases,0
Réunion,507,1,1,0,Clusters of cases,0
Americas,,,,,,
United States of America,2 268 753,27 575,119 761,308,Community transmission,0
Brazil,1 085 038,17 459,50 617,641,Community transmission,0
Peru,254 936,3 598,8 045,184,Community transmission,0
Chile,246 963,4 608,4 502,23,Community transmission,0
Mexico,180 545,5 343,21 825,1 044,Community transmission,0
Canada,101 337,318,8 430,20,Community transmission,0
Colombia,68 652,3019,2 237,111,Community transmission,0
Ecuador,50 640,0,4 223,0,Community transmission,1
Argentina,42 785,1 581,1 016,24,Community transmission,0
Dominican Republic,27 370,693,669,7,Community transmission,0
Panama,26 030,808,501,8,Community transmission,0
Bolivia (Plurinational State of),24 388,876,773,33,Community transmission,0
Guatemala,13 145,390,531,17,Community transmission,0
Honduras,12 825,519,363,5,Community transmission,0
Haiti,5 211,134,88,0,Community transmission,0
El Salvador,4 808,182,107,9,Community transmission,0
Venezuela (Bolivarian Republic of),3 918,128,33,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Cuba,2 315,3,85,0,Clusters of cases,0
Costa Rica,2 213,86,12,0,Clusters of cases,0
Nicaragua,2 014,0,64,0,Community transmission,5
Paraguay,1 392,13,13,0,Community transmission,0
Uruguay,876,17,25,0,Clusters of cases,0
Jamaica,659,2,10,0,Clusters of cases,0
Suriname,318,16,8,0,Clusters of cases,0
Guyana,184,1,12,0,Clusters of cases,0
Trinidad and Tobago,123,0,8,0,Sporadic cases,7
Bahamas,104,0,11,0,Clusters of cases,7
Barbados,97,0,7,0,Clusters of cases,7
Saint Vincent and the Grenadines,29,0,0,0,Sporadic cases,5
Antigua and Barbuda,26,0,3,0,Clusters of cases,9
Grenada,23,0,0,0,Clusters of cases,27
Belize,22,0,2,0,Sporadic cases,5
Saint Lucia,19,0,0,0,Sporadic cases,17
Dominica,18,0,0,0,Clusters of cases,10
Saint Kitts and Nevis,15,0,0,0,No cases,63
Territoriesii,,,,,,
Puerto Rico,6 564,39,149,0,Community transmission,0
French Guiana,2 458,17,8,2,Community transmission,0
Martinique,236,0,14,0,Clusters of cases,2
Cayman Islands,195,0,1,0,Clusters of cases,2
Guadeloupe,174,0,14,0,Clusters of cases,3
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bermuda,146,0,9,0,Sporadic cases,2
Aruba,101,0,3,0,No cases,48
Sint Maarten,77,0,15,0,Sporadic cases,17
United States Virgin Islands,76,0,6,0,Clusters of cases,1
Saint Martin,42,0,3,0,Sporadic cases,6
Curaçao,23,0,1,0,Sporadic cases,5
Turks and Caicos Islands,14,0,1,0,No cases,1
Falkland Islands (Malvinas),13,0,0,0,No cases,58
Montserrat,11,0,1,0,No cases,70
British Virgin Islands,8,0,1,0,No cases,38
"Bonaire, Sint Eustatius and Saba",7,0,0,0,No cases,28
Saint Barthélemy,6,0,0,0,No cases,84
Anguilla,3,0,0,0,No cases,80
Saint Pierre and Miquelon,1,0,0,0,No cases,76
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),207 525,2 573,9 742,119,Community transmission,0
Pakistan,185 034,3 946,3 695,105,Clusters of cases,0
Saudi Arabia,161 005,3 393,1 307,40,Clusters of cases,0
Qatar,88 403,1 034,99,1,Community transmission,0
Egypt,56 809,1 576,2 278,85,Clusters of cases,0
United Arab Emirates,45 303,378,303,1,Pending,0
Kuwait,40 291,641,330,4,Clusters of cases,0
Iraq,32 676,1 808,1 167,67,Community transmission,0
Oman,31 076,1 605,137,6,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Afghanistan,29 481,338,618,20,Clusters of cases,0
Bahrain,22 407,643,65,2,Clusters of cases,0
Morocco,10 172,195,214,0,Clusters of cases,0
Sudan,8 698,118,533,12,Community transmission,0
Djibouti,4 599,17,48,3,Clusters of cases,0
Somalia,2 812,33,90,0,Sporadic cases,0
Lebanon,1 603,16,32,0,Clusters of cases,0
Tunisia,1 159,2,50,0,Sporadic cases,0
Jordan,1 042,9,9,0,Clusters of cases,0
Yemen,971,26,258,1,Community transmission,0
Libya,571,0,10,0,Clusters of cases,1
Syrian Arab Republic,219,15,7,0,Community transmission,0
Territoriesii,,,,,,
occupied Palestinian territory,1 196,168,5,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,599 705,7 425,8 359,153,Clusters of cases,0
The United Kingdom,305 293,958,42 647,15,Community transmission,0
Spain,246 504,232,28 324,1,Community transmission,0
Italy,238 720,221,34 657,23,Community transmission,0
Germany,190 862,503,8 895,10,Clusters of cases,0
Turkey,188 897,1 212,4 974,24,Community transmission,0
France,154 892,325,29 591,20,Community transmission,0
Belgium,60 550,0,9 696,0,Community transmission,2
Belarus,59 023,518,351,5,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Sweden,58 932,2 889,5 122,69,Community transmission,0
Netherlands,49 658,65,6 090,0,Community transmission,0
Portugal,39 392,259,1 534,4,Community transmission,0
Ukraine,38 074,833,1 035,23,Community transmission,0
Poland,32 227,296,1 359,3,Community transmission,0
Switzerland,31 217,0,1 680,0,Community transmission,3
Ireland,25 383,4,1 717,2,Community transmission,0
Romania,24 291,246,1 523,11,Community transmission,0
Armenia,21 006,418,372,12,Community transmission,0
Israel,20 813,161,306,0,Pending,0
Kazakhstan,18 231,499,127,7,Clusters of cases,0
Austria,17 320,35,690,0,Community transmission,0
Republic of Moldova,14 363,163,484,9,Community transmission,0
Azerbaijan,13 207,478,161,7,Clusters of cases,0
Serbia,12 990,96,262,1,Pending,0
Denmark,12 527,136,602,2,Community transmission,0
Czechia,10 561,63,336,0,Clusters of cases,0
Norway,8 745,37,248,4,Clusters of cases,0
Finland,7 144,1,327,1,Pending,0
Uzbekistan,6 500,142,19,0,Clusters of cases,0
Tajikistan,5 513,56,52,0,Pending,0
North Macedonia,5 196,90,247,9,Clusters of cases,0
Luxembourg,4 121,1,110,0,Clusters of cases,0
Hungary,4 107,5,573,1,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Bulgaria,3 984,79,207,8,Clusters of cases,0
Bosnia and Herzegovina,3 524,93,170,1,Community transmission,0
Kyrgyzstan,3 519,163,41,1,Clusters of cases,0
Greece,3 287,21,190,0,Clusters of cases,0
Croatia,2 336,19,107,0,Sporadic cases,0
Albania,2 047,52,45,1,Clusters of cases,0
Estonia,1 981,0,69,0,Clusters of cases,2
Iceland,1 823,0,10,0,Community transmission,1
Lithuania,1 801,3,76,0,Community transmission,0
Slovakia,1 588,1,28,0,Clusters of cases,0
Slovenia,1 521,1,109,0,Clusters of cases,0
Latvia,1 111,0,30,0,Sporadic cases,2
Cyprus,988,2,19,0,Clusters of cases,0
Georgia,911,3,14,0,Community transmission,0
Andorra,855,0,52,0,Community transmission,4
San Marino,713,0,42,0,Community transmission,3
Malta,665,0,9,0,Sporadic cases,1
Montenegro,375,13,9,0,Clusters of cases,0
Monaco,99,0,1,0,Sporadic cases,16
Liechtenstein,83,0,1,0,Pending,58
Holy See,12,0,0,0,Sporadic cases,47
Territoriesii,,,,,,
Kosovo[1],,,,,,
"",2 173,47,27,1,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Isle of Man,336,0,24,0,Pending,32
Jersey,318,0,31,0,Community transmission,4
Guernsey,252,0,13,0,Community transmission,51
Faroe Islands,187,0,0,0,Pending,60
Gibraltar,176,0,0,0,Clusters of cases,14
Greenland,13,0,0,0,Pending,25
South-East Asia,,,,,,
India,440 215,14 933,14 011,312,Clusters of cases,0
Bangladesh,115 786,3 480,1 502,38,Community transmission,0
Indonesia,46 845,954,2 500,35,Community transmission,0
Nepal,9 561,535,23,0,Sporadic cases,0
Thailand,3 156,5,58,0,Clusters of cases,0
Maldives,2 217,14,8,0,Clusters of cases,0
Sri Lanka,1 951,1,11,0,Clusters of cases,0
Myanmar,291,1,6,0,Clusters of cases,0
Bhutan,69,1,0,0,Sporadic cases,0
Timor-Leste,24,0,0,0,Clusters of cases,60
Western Pacific,,,,,,
China,85 070,52,4 646,0,Clusters of cases,0
Singapore,42 313,218,26,0,Clusters of cases,0
Philippines,30 682,630,1 177,8,Community transmission,0
Japan,17 968,52,955,2,Clusters of cases,0
Republic of Korea,12 484,46,281,1,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Malaysia,8 587,15,121,0,Clusters of cases,0
Australia,7 474,13,102,0,Clusters of cases,0
New Zealand,1 165,2,22,0,Clusters of cases,0
Viet Nam,349,0,0,0,Clusters of cases,3
Mongolia,213,7,0,0,Sporadic cases,0
Brunei Darussalam,141,0,3,0,Clusters of cases,46
Cambodia,129,0,0,0,Sporadic cases,5
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,71
Fiji,18,0,0,0,Sporadic cases,63
Papua New Guinea,9,0,0,0,Sporadic cases,2
Territoriesii,,,,,,
Guam,216,2,5,0,Clusters of cases,0
French Polynesia,60,0,0,0,Sporadic cases,48
Northern Mariana Islands,,,,,,
(Commonwealth of the),30,0,2,0,Pending,13
New Caledonia,21,0,0,0,Sporadic cases,13
Subtotal for all regions,8 992 918,133 326,469 574,3 847,,
Other*,741,0,13,0,Not applicable,-
Grand total,8 993 659,133 326,469 587,3 847,,
