WHO Regional Director for the Americas Dr Carissa F. Etienne highlighted that addressing COVID-19 will
"require protecting vulnerable groups including women, underprivileged populations, indigenous"
"populations and migrants, by addressing health, social and economic inequalities."
WHO has published a new Case Report Form for “Suspected cases of multisystem inflammatory
syndrome (MIS) in children and adolescents temporally related to COVID-19” intended for use by public
"health professionals for collecting standardized data on clinical presentations, severity and outcomes."
Uganda commissioned the first Port Health COVID-19 laboratory at the main Uganda-Tanzania border
in light of potential COVID-19 importation by truck drivers. Two GeneXpert machines will be used to test
"all truck drivers arriving at the Mutukula point of entry, where results will become available within 45"
minutes.
"A doctor from Cairo, Egypt describes how he became infected with and recovered from COVID-19 and"
"highlights the need for health care workers to practise basic infection, prevention and control measures"
when interacting with patients.
Evidence from social science can help officials develop and implement policies in ways that are more
"likely to work because they are tailored to local needs. In the ‘Subject in Focus’ below, we look at how"
WHO is implementing the COVID-19 Research Roadmap agenda to translate evidence from the social
sciences into action.
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
Cabo Verde,335,7,3,0,Clusters of cases,0
Mauritius,332,0,10,0,Clusters of cases,23
Madagascar,326,4,2,1,Clusters of cases,0
Rwanda,308,11,0,0,Sporadic cases,0
South Sudan,282,0,4,0,Clusters of cases,2
Uganda,260,0,0,0,Sporadic cases,1
Liberia,233,4,23,1,Community transmission,0
Eswatini,208,3,2,0,Clusters of cases,0
São Tomé and Príncipe,165,0,7,0,Clusters of cases,1
Mozambique,146,1,0,0,Clusters of cases,0
Mauritania,131,50,4,0,Sporadic cases,0
Benin,130,1,2,0,Community transmission,0
Malawi,71,1,3,0,Clusters of cases,0
Angola,52,2,3,1,Clusters of cases,0
Zimbabwe,46,0,4,0,Sporadic cases,1
Burundi,42,0,1,0,Clusters of cases,2
Eritrea,39,0,0,0,Sporadic cases,31
Comoros,34,23,1,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Botswana,25,0,1,0,Clusters of cases,3
Gambia,24,0,1,0,Sporadic cases,2
Namibia,16,0,0,0,Sporadic cases,44
Seychelles,11,0,0,0,Clusters of cases,43
Lesotho,1,0,0,0,Pending,6
Territoriesii,,,,,,
Mayotte,1 419,49,19,1,Clusters of cases,0
Réunion,446,0,0,0,Clusters of cases,1
Americas,,,,,,
United States of America,1 477 459,13 227,89 271,697,Community transmission,0
Brazil,254 220,13 140,16 792,674,Community transmission,0
Peru,94 933,2 660,2 789,141,Community transmission,0
Canada,78 499,1 193,5 857,52,Community transmission,0
Mexico,51 633,2 414,5 332,155,Community transmission,0
Chile,46 059,0,478,0,Community transmission,1
Ecuador,34 151,969,2 839,103,Community transmission,0
Colombia,16 295,721,592,18,Community transmission,0
Dominican Republic,13 223,498,441,7,Community transmission,0
Panama,9 726,120,279,4,Community transmission,0
Argentina,8 371,303,382,9,Community transmission,0
Bolivia (Plurinational State of),4 263,175,174,5,Clusters of cases,0
Honduras,2 798,152,146,4,Community transmission,0
Guatemala,2 001,89,38,3,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Cuba,1 887,6,79,0,Clusters of cases,0
El Salvador,1 498,85,30,0,Clusters of cases,0
Costa Rica,882,19,10,0,Clusters of cases,0
Paraguay,829,41,11,0,Community transmission,0
Uruguay,737,3,20,0,Clusters of cases,0
Venezuela (Bolivarian Republic of),618,0,10,0,Clusters of cases,1
Haiti,533,77,21,1,Clusters of cases,0
Jamaica,520,0,9,0,Clusters of cases,1
Guyana,124,7,10,0,Clusters of cases,0
Trinidad and Tobago,116,0,8,0,Sporadic cases,22
Bahamas,96,0,11,0,Clusters of cases,4
Barbados,88,0,7,0,Clusters of cases,1
Antigua and Barbuda,25,0,3,0,Clusters of cases,16
Nicaragua,25,0,8,0,Clusters of cases,6
Grenada,22,0,0,0,Clusters of cases,4
Belize,18,0,2,0,Sporadic cases,35
Saint Lucia,18,0,0,0,Sporadic cases,15
Saint Vincent and the Grenadines,17,0,0,0,Sporadic cases,15
Dominica,16,0,0,0,Clusters of cases,39
Saint Kitts and Nevis,15,0,0,0,Sporadic cases,29
Suriname,11,0,1,0,Sporadic cases,1
Territoriesii,,,,,,
Puerto Rico,2 805,95,124,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
French Guiana,210,13,1,0,Clusters of cases,0
Martinique,192,0,14,0,Clusters of cases,3
Guadeloupe,155,0,13,0,Clusters of cases,7
Bermuda,125,2,9,0,Clusters of cases,0
Aruba,101,0,3,0,Sporadic cases,14
Cayman Islands,94,0,1,0,Clusters of cases,3
Sint Maarten,78,0,15,0,Sporadic cases,6
United States Virgin Islands,69,0,6,0,Clusters of cases,9
Saint Martin,39,0,3,0,Sporadic cases,9
Curaçao,16,0,1,0,Sporadic cases,22
Falkland Islands (Malvinas),13,0,0,0,Clusters of cases,24
Turks and Caicos Islands,12,0,1,0,Sporadic cases,22
Montserrat,11,0,1,0,Sporadic cases,36
British Virgin Islands,8,0,1,0,Sporadic cases,4
"Bonaire, Sint Eustatius and Saba",6,0,0,0,Sporadic cases,22
Saint Barthélemy,6,0,0,0,Sporadic cases,50
Anguilla,3,0,0,0,Sporadic cases,46
Saint Pierre and Miquelon,1,0,0,0,Sporadic cases,42
Eastern Mediterranean,,,,,,
Iran (Islamic Republic of),124 603,2 111,7 119,62,Community transmission,0
Saudi Arabia,59 854,2 509,329,0,Clusters of cases,0
Pakistan,45 184,1 218,985,46,Clusters of cases,0
Qatar,35 606,1 637,15,0,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
United Arab Emirates,25 063,892,227,0,Pending,0
Kuwait,16 764,1 073,121,0,Clusters of cases,0
Egypt,13 484,720,659,14,Clusters of cases,0
Afghanistan,8 145,490,187,10,Clusters of cases,0
Bahrain,7 532,348,12,0,Clusters of cases,0
Morocco,7 023,71,193,0,Clusters of cases,0
Oman,5 671,0,27,1,Clusters of cases,1
Iraq,3 611,57,131,4,Clusters of cases,0
Sudan,2 728,137,111,6,Community transmission,0
Djibouti,1 618,100,7,0,Clusters of cases,0
Somalia,1 502,47,59,2,Sporadic cases,0
Tunisia,1 044,1,47,1,Community transmission,0
Lebanon,954,23,26,0,Clusters of cases,0
Jordan,649,20,9,0,Clusters of cases,0
Yemen,171,37,29,8,Pending,0
Libya,68,3,3,0,Clusters of cases,0
Syrian Arab Republic,58,0,3,0,Community transmission,2
Territoriesii,,,,,,
occupied Palestinian territory,570,3,4,0,Clusters of cases,0
Europe,,,,,,
Russian Federation,308 705,8 764,2 972,135,Clusters of cases,0
The United Kingdom,248 822,2 412,35 341,545,Community transmission,0
Spain,232 037,431,27 778,69,Community transmission,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Italy,226 699,813,32 169,162,Community transmission,0
Germany,176 007,797,8 090,83,Community transmission,0
Turkey,151 615,1 022,4 199,28,Community transmission,0
France,140 959,462,27 972,-218,Community transmission,0
Belgium,55 791,232,9 108,28,Community transmission,0
Netherlands,44 249,108,5 715,21,Community transmission,0
Belarus,31 508,936,175,4,Community transmission,0
Sweden,30 799,422,3 743,45,Community transmission,0
Switzerland,30 535,21,1 613,11,Community transmission,0
Portugal,29 432,223,1 247,16,Community transmission,0
Ireland,24 251,51,1 561,14,Community transmission,0
Poland,19 268,383,948,12,Community transmission,0
Ukraine,19 230,354,564,16,Community transmission,0
Romania,17 191,155,1 126,19,Community transmission,0
Israel,16 650,29,277,5,Pending,0
Austria,16 257,78,632,3,Community transmission,0
Denmark,11 044,76,551,3,Community transmission,0
Serbia,10 733,34,234,3,Pending,0
Czechia,8 647,61,302,5,Community transmission,0
Norway,8 257,8,233,0,Clusters of cases,0
Kazakhstan,6 969,218,35,0,Pending,0
Finland,6 399,19,301,1,Pending,0
Republic of Moldova,6 340,202,224,5,Pending,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Armenia,5 271,230,67,3,Clusters of cases,0
Luxembourg,3 958,11,109,2,Pending,0
Hungary,3 598,42,470,3,Community transmission,0
Azerbaijan,3 518,131,41,1,Clusters of cases,0
Uzbekistan,2 880,78,13,0,Clusters of cases,0
Greece,2 840,4,165,0,Clusters of cases,0
Bosnia and Herzegovina,2 319,16,133,1,Community transmission,0
Bulgaria,2 292,33,116,4,Clusters of cases,0
Croatia,2 232,4,96,1,Community transmission,0
Tajikistan,1 936,207,44,0,Pending,0
North Macedonia,1 839,22,106,2,Clusters of cases,0
Iceland,1 802,0,10,0,Community transmission,6
Estonia,1 791,7,64,0,Pending,0
Lithuania,1 562,15,60,1,Community transmission,0
Slovakia,1 495,0,28,0,Clusters of cases,1
Slovenia,1 467,1,104,0,Clusters of cases,0
Kyrgyzstan,1 270,27,14,0,Clusters of cases,0
Latvia,1 012,3,21,2,Clusters of cases,0
Albania,964,16,31,0,Clusters of cases,0
Cyprus,918,1,17,0,Clusters of cases,0
Andorra,761,0,51,0,Community transmission,6
Georgia,713,11,12,0,Community transmission,0
San Marino,668,0,41,0,Community transmission,2
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Malta,560,2,6,0,Sporadic cases,0
Montenegro,324,0,9,0,Clusters of cases,14
Monaco,96,0,1,0,Sporadic cases,9
Liechtenstein,83,0,1,0,Pending,24
Holy See,12,0,0,0,Sporadic cases,13
Territoriesii,,,,,,
Kosovo[1],989,34,29,0,Community transmission,0
Isle of Man,335,0,24,0,Pending,2
Jersey,303,1,27,0,Community transmission,0
Guernsey,252,0,13,0,Community transmission,17
Faroe Islands,187,0,0,0,Pending,26
Gibraltar,147,0,0,0,Clusters of cases,7
Greenland,11,0,0,0,Pending,44
South-East Asia,,,,,,
India,106 750,5 611,3 303,140,Clusters of cases,0
Bangladesh,25 121,1 251,370,21,Clusters of cases,0
Indonesia,18 496,486,1 221,30,Community transmission,0
Thailand,3 034,1,56,0,Clusters of cases,0
Maldives,1 143,37,4,0,Clusters of cases,0
Sri Lanka,1 027,35,9,0,Clusters of cases,0
Nepal,402,27,2,0,Sporadic cases,0
Myanmar,193,2,6,0,Clusters of cases,0
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
Timor-Leste,24,0,0,0,Clusters of cases,26
Bhutan,21,0,0,0,Sporadic cases,4
Western Pacific,,,,,,
China,84 505,5,4 645,0,Clusters of cases,0
Singapore,28 794,451,22,0,Clusters of cases,0
Japan,16 385,20,771,8,Clusters of cases,0
Philippines,12 942,224,837,6,Community transmission,0
Republic of Korea,11 110,32,263,0,Clusters of cases,0
Australia,7 068,8,99,0,Clusters of cases,0
Malaysia,6 978,37,114,1,Clusters of cases,0
New Zealand,1 153,0,21,0,Clusters of cases,1
Viet Nam,324,0,0,0,Clusters of cases,1
Brunei Darussalam,141,0,1,0,Clusters of cases,12
Mongolia,140,0,0,0,Sporadic cases,1
Cambodia,122,0,0,0,Sporadic cases,38
Lao People's Democratic Republic,19,0,0,0,Sporadic cases,37
Fiji,18,0,0,0,Sporadic cases,29
Papua New Guinea,8,0,0,0,Sporadic cases,27
Territoriesii,,,,,,
Guam,149,0,5,0,Clusters of cases,5
French Polynesia,60,0,0,0,Sporadic cases,14
Reporting Country/ Territory/Area,Total confirmed,Total confirmed,Total deaths,Total new deaths,Transmission,Days since last
"",cases,new cases,,,classificationi,reported case
